Id	FunctionName	Annotation
hsa05010	Alzheimer_disease	PSMD4
hsa05010	Alzheimer_disease	PSMD6
hsa05010	Alzheimer_disease	PSMD7
hsa05010	Alzheimer_disease	PSMD8
hsa05010	Alzheimer_disease	PSMD9
hsa05010	Alzheimer_disease	PTGS2
hsa05010	Alzheimer_disease	RAF1
hsa05010	Alzheimer_disease	RB1CC1
hsa05010	Alzheimer_disease	RELA
hsa05010	Alzheimer_disease	RTN3
hsa05010	Alzheimer_disease	RTN4
hsa05010	Alzheimer_disease	RYR3
hsa05010	Alzheimer_disease	SDHA
hsa05010	Alzheimer_disease	SDHB
hsa05010	Alzheimer_disease	SDHC
hsa05010	Alzheimer_disease	SHFM1
hsa05010	Alzheimer_disease	SLC25A31
hsa05010	Alzheimer_disease	SLC25A4
hsa05010	Alzheimer_disease	SNCA
hsa05010	Alzheimer_disease	TNF
hsa05010	Alzheimer_disease	TNFRSF1A
hsa05010	Alzheimer_disease	TRAF2
hsa05010	Alzheimer_disease	TUBA1A
hsa05010	Alzheimer_disease	TUBA1B
hsa05010	Alzheimer_disease	TUBA1C
hsa05010	Alzheimer_disease	TUBA3C
hsa05010	Alzheimer_disease	TUBA3D
hsa05010	Alzheimer_disease	TUBA3E
hsa05010	Alzheimer_disease	TUBA4A
hsa05010	Alzheimer_disease	TUBA8
hsa05010	Alzheimer_disease	TUBAL3
hsa05010	Alzheimer_disease	TUBB
hsa05010	Alzheimer_disease	TUBB1
hsa05010	Alzheimer_disease	TUBB2A
hsa05010	Alzheimer_disease	TUBB2B
hsa05010	Alzheimer_disease	TUBB3
hsa05010	Alzheimer_disease	TUBB4A
hsa05010	Alzheimer_disease	TUBB4B
hsa05010	Alzheimer_disease	TUBB6
hsa05010	Alzheimer_disease	ULK1
hsa05010	Alzheimer_disease	ULK2
hsa05010	Alzheimer_disease	UQCR10
hsa05010	Alzheimer_disease	UQCR11
hsa05010	Alzheimer_disease	UQCRB
hsa05010	Alzheimer_disease	UQCRC1
hsa05010	Alzheimer_disease	UQCRC2
hsa05010	Alzheimer_disease	UQCRFS1
hsa05010	Alzheimer_disease	UQCRH
hsa05010	Alzheimer_disease	UQCRQ
hsa05010	Alzheimer_disease	VDAC1
hsa05010	Alzheimer_disease	VDAC2
hsa05010	Alzheimer_disease	VDAC3
hsa05010	Alzheimer_disease	WIPI1
hsa05010	Alzheimer_disease	WIPI2
hsa05010	Alzheimer_disease	WNT1
hsa05010	Alzheimer_disease	WNT10A
hsa05010	Alzheimer_disease	WNT10B
hsa05010	Alzheimer_disease	WNT11
hsa05010	Alzheimer_disease	WNT16
hsa05010	Alzheimer_disease	WNT2
hsa05010	Alzheimer_disease	WNT2B
hsa05010	Alzheimer_disease	WNT3
hsa05010	Alzheimer_disease	WNT3A
hsa05010	Alzheimer_disease	WNT4
hsa05010	Alzheimer_disease	WNT5A
hsa05010	Alzheimer_disease	WNT5B
hsa05010	Alzheimer_disease	WNT6
hsa05010	Alzheimer_disease	WNT7A
hsa05010	Alzheimer_disease	WNT7B
hsa05010	Alzheimer_disease	WNT8A
hsa05010	Alzheimer_disease	WNT8B
hsa05010	Alzheimer_disease	WNT9A
hsa05010	Alzheimer_disease	WNT9B
hsa05010	Alzheimer_disease	XBP1
hsa05012	Parkinson_disease	ADCY5
hsa05012	Parkinson_disease	ADORA2A
hsa05012	Parkinson_disease	ADRM1
hsa05012	Parkinson_disease	APAF1
hsa05012	Parkinson_disease	ATF4
hsa05012	Parkinson_disease	ATF6
hsa05012	Parkinson_disease	ATP5A1
hsa05012	Parkinson_disease	ATP5B
hsa05012	Parkinson_disease	ATP5C1
hsa05012	Parkinson_disease	ATP5D
hsa05012	Parkinson_disease	ATP5E
hsa05012	Parkinson_disease	ATP5F1
hsa05012	Parkinson_disease	ATP5G1
hsa05012	Parkinson_disease	ATP5G2
hsa05012	Parkinson_disease	ATP5G3
hsa05012	Parkinson_disease	ATP5H
hsa05012	Parkinson_disease	ATP5J
hsa05012	Parkinson_disease	ATP5O
hsa05012	Parkinson_disease	BAX
hsa05012	Parkinson_disease	BCL2L1
hsa05012	Parkinson_disease	CALM1
hsa05012	Parkinson_disease	CALM2
hsa05012	Parkinson_disease	CALM3
hsa05012	Parkinson_disease	CALML3
hsa05012	Parkinson_disease	CALML4
hsa05012	Parkinson_disease	CALML5
hsa05012	Parkinson_disease	CALML6
hsa05012	Parkinson_disease	CAMK2A
hsa05012	Parkinson_disease	CAMK2B
hsa05012	Parkinson_disease	CAMK2D
hsa05012	Parkinson_disease	CAMK2G
hsa05012	Parkinson_disease	CASP3
hsa05012	Parkinson_disease	CASP9
hsa05012	Parkinson_disease	COX4I1
hsa05012	Parkinson_disease	COX4I2
hsa05012	Parkinson_disease	COX5A
hsa05012	Parkinson_disease	COX5B
hsa05012	Parkinson_disease	COX6A1
hsa05012	Parkinson_disease	COX6A2
hsa05012	Parkinson_disease	COX6B1
hsa05012	Parkinson_disease	COX6B2
hsa05012	Parkinson_disease	COX6C
hsa05012	Parkinson_disease	COX7A1
hsa05012	Parkinson_disease	COX7A2
hsa05012	Parkinson_disease	COX7A2L
hsa05012	Parkinson_disease	COX7B2
hsa05012	Parkinson_disease	COX7C
hsa05012	Parkinson_disease	COX8A
hsa05012	Parkinson_disease	COX8C
hsa05012	Parkinson_disease	CYC1
hsa05012	Parkinson_disease	CYCS
hsa05012	Parkinson_disease	DAXX
hsa05012	Parkinson_disease	DDIT3
hsa05012	Parkinson_disease	DRD1
hsa05012	Parkinson_disease	DRD2
hsa05012	Parkinson_disease	DUSP1
hsa05012	Parkinson_disease	EIF2AK3
hsa05012	Parkinson_disease	EIF2S1
hsa05012	Parkinson_disease	ERN1
hsa05012	Parkinson_disease	GNAI1
hsa05012	Parkinson_disease	GNAI2
hsa05012	Parkinson_disease	GNAI3
hsa05012	Parkinson_disease	GNAL
hsa05012	Parkinson_disease	GNAS
hsa05012	Parkinson_disease	GPR37
hsa05012	Parkinson_disease	HSPA5
hsa05012	Parkinson_disease	HTRA2
hsa05012	Parkinson_disease	ITPR1
hsa05012	Parkinson_disease	ITPR2
hsa05012	Parkinson_disease	ITPR3
hsa05012	Parkinson_disease	KIF5A
hsa05012	Parkinson_disease	KIF5B
hsa05012	Parkinson_disease	KIF5C
hsa05012	Parkinson_disease	KLC1
hsa05012	Parkinson_disease	KLC2
hsa05012	Parkinson_disease	KLC3
hsa05012	Parkinson_disease	KLC4
hsa05012	Parkinson_disease	LRRK2
hsa05012	Parkinson_disease	MAP3K5
hsa05012	Parkinson_disease	MAPK10
hsa05012	Parkinson_disease	MAPK8
hsa05012	Parkinson_disease	MAPK9
hsa05012	Parkinson_disease	MAPT
hsa05012	Parkinson_disease	MCU
hsa05012	Parkinson_disease	MFN1
hsa05012	Parkinson_disease	MFN2
hsa05012	Parkinson_disease	NDUFA10
hsa05012	Parkinson_disease	NDUFA11
hsa05012	Parkinson_disease	NDUFA12
hsa05012	Parkinson_disease	NDUFA13
hsa05012	Parkinson_disease	NDUFA2
hsa05012	Parkinson_disease	NDUFA3
hsa05012	Parkinson_disease	NDUFA4
hsa05012	Parkinson_disease	NDUFA4L2
hsa05012	Parkinson_disease	NDUFA5
hsa05012	Parkinson_disease	NDUFA6
hsa05012	Parkinson_disease	NDUFA7
hsa05012	Parkinson_disease	NDUFA8
hsa05012	Parkinson_disease	NDUFA9
hsa05012	Parkinson_disease	NDUFAB1
hsa05012	Parkinson_disease	NDUFB1
hsa05012	Parkinson_disease	NDUFB10
hsa05012	Parkinson_disease	NDUFB2
hsa05012	Parkinson_disease	NDUFB3
hsa05012	Parkinson_disease	NDUFB4
hsa05012	Parkinson_disease	NDUFB5
hsa05012	Parkinson_disease	NDUFB6
hsa05012	Parkinson_disease	NDUFB7
hsa05012	Parkinson_disease	NDUFB8
hsa05012	Parkinson_disease	NDUFB9
hsa05012	Parkinson_disease	NDUFC1
hsa05012	Parkinson_disease	NDUFC2
hsa05012	Parkinson_disease	NDUFS1
hsa05012	Parkinson_disease	NDUFS2
hsa05012	Parkinson_disease	NDUFS3
hsa05012	Parkinson_disease	NDUFS4
hsa05012	Parkinson_disease	NDUFS5
hsa05012	Parkinson_disease	NDUFS6
hsa05012	Parkinson_disease	NDUFS7
hsa05012	Parkinson_disease	NDUFS8
hsa05012	Parkinson_disease	NDUFV1
hsa05012	Parkinson_disease	NDUFV2
hsa05012	Parkinson_disease	NDUFV3
hsa05012	Parkinson_disease	NFE2L2
hsa05012	Parkinson_disease	PARK2
hsa05012	Parkinson_disease	PARK7
hsa05012	Parkinson_disease	PINK1
hsa05012	Parkinson_disease	PLCG1
hsa05012	Parkinson_disease	PPIF
hsa05012	Parkinson_disease	PRKACA
hsa05012	Parkinson_disease	PRKACB
hsa05012	Parkinson_disease	PRKACG
hsa05012	Parkinson_disease	PSMA1
hsa05012	Parkinson_disease	PSMA2
hsa05012	Parkinson_disease	PSMA3
hsa05012	Parkinson_disease	PSMA4
hsa05012	Parkinson_disease	PSMA5
hsa05012	Parkinson_disease	PSMA6
hsa05012	Parkinson_disease	PSMA7
hsa05012	Parkinson_disease	PSMA8
hsa05012	Parkinson_disease	PSMB1
hsa05012	Parkinson_disease	PSMB2
hsa05012	Parkinson_disease	PSMB4
hsa05012	Parkinson_disease	PSMB5
hsa05012	Parkinson_disease	PSMB6
hsa05012	Parkinson_disease	PSMB7
hsa05012	Parkinson_disease	PSMC1
hsa05012	Parkinson_disease	PSMC2
hsa05012	Parkinson_disease	PSMC3
hsa05012	Parkinson_disease	PSMC4
hsa05012	Parkinson_disease	PSMC5
hsa05012	Parkinson_disease	PSMC6
hsa05012	Parkinson_disease	PSMD1
hsa05012	Parkinson_disease	PSMD11
hsa05012	Parkinson_disease	PSMD12
hsa05012	Parkinson_disease	PSMD13
hsa05012	Parkinson_disease	PSMD14
hsa05012	Parkinson_disease	PSMD2
hsa05012	Parkinson_disease	PSMD3
hsa05012	Parkinson_disease	PSMD4
hsa05012	Parkinson_disease	PSMD6
hsa05012	Parkinson_disease	PSMD7
hsa05012	Parkinson_disease	PSMD8
hsa05012	Parkinson_disease	PSMD9
hsa05012	Parkinson_disease	RPS27A
hsa05012	Parkinson_disease	RYR3
hsa05012	Parkinson_disease	SDHA
hsa05012	Parkinson_disease	SDHB
hsa05012	Parkinson_disease	SDHC
hsa05012	Parkinson_disease	SEPT5
hsa05012	Parkinson_disease	SHFM1
hsa05012	Parkinson_disease	SLC18A1
hsa05012	Parkinson_disease	SLC18A2
hsa05012	Parkinson_disease	SLC25A31
hsa05012	Parkinson_disease	SLC25A4
hsa05012	Parkinson_disease	SLC6A3
hsa05012	Parkinson_disease	SNCA
hsa05012	Parkinson_disease	SNCAIP
hsa05012	Parkinson_disease	TH
hsa05012	Parkinson_disease	TP53
hsa05012	Parkinson_disease	TRAP1
hsa05012	Parkinson_disease	TUBA1A
hsa05012	Parkinson_disease	TUBA1B
hsa05012	Parkinson_disease	TUBA1C
hsa05012	Parkinson_disease	TUBA3C
hsa05012	Parkinson_disease	TUBA3D
hsa05012	Parkinson_disease	TUBA3E
hsa05012	Parkinson_disease	TUBA4A
hsa05012	Parkinson_disease	TUBA8
hsa05012	Parkinson_disease	TUBAL3
hsa05012	Parkinson_disease	TUBB
hsa05012	Parkinson_disease	TUBB1
hsa05012	Parkinson_disease	TUBB2A
hsa05012	Parkinson_disease	TUBB2B
hsa05012	Parkinson_disease	TUBB3
hsa05012	Parkinson_disease	TUBB4A
hsa05012	Parkinson_disease	TUBB4B
hsa05012	Parkinson_disease	TUBB6
hsa05012	Parkinson_disease	TXN
hsa05012	Parkinson_disease	TXN2
hsa05012	Parkinson_disease	UBA52
hsa05012	Parkinson_disease	UBA7
hsa05012	Parkinson_disease	UBB
hsa05012	Parkinson_disease	UBC
hsa05012	Parkinson_disease	UBE2G1
hsa05012	Parkinson_disease	UBE2G2
hsa05012	Parkinson_disease	UBE2J1
hsa05012	Parkinson_disease	UBE2J2
hsa05012	Parkinson_disease	UBE2L3
hsa05012	Parkinson_disease	UBE2L6
hsa05012	Parkinson_disease	UCHL1
hsa05012	Parkinson_disease	UQCR10
hsa05012	Parkinson_disease	UQCR11
hsa05012	Parkinson_disease	UQCRB
hsa05012	Parkinson_disease	UQCRC1
hsa05012	Parkinson_disease	UQCRC2
hsa05012	Parkinson_disease	UQCRFS1
hsa05012	Parkinson_disease	UQCRH
hsa05012	Parkinson_disease	UQCRQ
hsa05012	Parkinson_disease	VDAC1
hsa05012	Parkinson_disease	VDAC2
hsa05012	Parkinson_disease	VDAC3
hsa05012	Parkinson_disease	XBP1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	ALS2
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	APAF1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	BAD
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	BAX
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	BCL2
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	BCL2L1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	BID
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	CASP1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	CASP12
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	CASP3
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	CASP9
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	CAT
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	CCS
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	CYCS
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	DAXX
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	DERL1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GPX1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GPX2
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GPX3
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GPX5
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GPX6
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GPX7
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GPX8
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GRIA1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GRIA2
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GRIN1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GRIN2A
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GRIN2B
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GRIN2C
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	GRIN2D
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	MAP2K3
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	MAP2K6
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	MAP3K5
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	MAPK11
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	MAPK12
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	MAPK13
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	MAPK14
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	NEFH
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	NEFM
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	NOS1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	PPP3CA
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	PPP3CB
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	PPP3CC
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	PPP3R1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	PPP3R2
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	PRPH
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	RAB5A
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	RAC1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	SLC1A2
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	SOD1
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	TNF
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	TNFRSF1A
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	TNFRSF1B
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	TOMM40
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	TOMM40L
hsa05014	Amyotrophic_lateral_sclerosis_(ALS)	TP53
hsa05016	Huntington_disease	ACTR10
hsa05016	Huntington_disease	ACTR1A
hsa05016	Huntington_disease	ACTR1B
hsa05016	Huntington_disease	ADRM1
hsa05016	Huntington_disease	AMBRA1
hsa05016	Huntington_disease	AP2A1
hsa05016	Huntington_disease	AP2A2
hsa05016	Huntington_disease	AP2B1
hsa05016	Huntington_disease	AP2M1
hsa05016	Huntington_disease	AP2S1
hsa05016	Huntington_disease	APAF1
hsa05016	Huntington_disease	ATG13
hsa05016	Huntington_disease	ATG14
hsa05016	Huntington_disease	ATG2A
hsa05016	Huntington_disease	ATG2B
hsa05016	Huntington_disease	ATP5A1
hsa05016	Huntington_disease	ATP5B
hsa05016	Huntington_disease	ATP5C1
hsa05016	Huntington_disease	ATP5D
hsa05016	Huntington_disease	ATP5E
hsa05016	Huntington_disease	ATP5F1
hsa05016	Huntington_disease	ATP5G1
hsa05016	Huntington_disease	ATP5G2
hsa05016	Huntington_disease	ATP5G3
hsa05016	Huntington_disease	ATP5H
hsa05016	Huntington_disease	ATP5J
hsa05016	Huntington_disease	ATP5O
hsa05016	Huntington_disease	BAX
hsa05016	Huntington_disease	BBC3
hsa05016	Huntington_disease	BDNF
hsa05016	Huntington_disease	BECN1
hsa05016	Huntington_disease	C12orf44
hsa05016	Huntington_disease	CACNA1B
hsa05016	Huntington_disease	CASP3
hsa05016	Huntington_disease	CASP8
hsa05016	Huntington_disease	CASP9
hsa05016	Huntington_disease	CLTA
hsa05016	Huntington_disease	CLTB
hsa05016	Huntington_disease	CLTC
hsa05016	Huntington_disease	CLTCL1
hsa05016	Huntington_disease	COX4I1
hsa05016	Huntington_disease	COX4I2
hsa05016	Huntington_disease	COX5A
hsa05016	Huntington_disease	COX5B
hsa05016	Huntington_disease	COX6A1
hsa05016	Huntington_disease	COX6A2
hsa05016	Huntington_disease	COX6B1
hsa05016	Huntington_disease	COX6B2
hsa05016	Huntington_disease	COX6C
hsa05016	Huntington_disease	COX7A1
hsa05016	Huntington_disease	COX7A2
hsa05016	Huntington_disease	COX7A2L
hsa05016	Huntington_disease	COX7B2
hsa05016	Huntington_disease	COX7C
hsa05016	Huntington_disease	COX8A
hsa05016	Huntington_disease	COX8C
hsa05016	Huntington_disease	CREB1
hsa05016	Huntington_disease	CREB3
hsa05016	Huntington_disease	CREB3L1
hsa05016	Huntington_disease	CREB3L2
hsa05016	Huntington_disease	CREB3L3
hsa05016	Huntington_disease	CREB3L4
hsa05016	Huntington_disease	CREB5
hsa05016	Huntington_disease	CREBBP
hsa05016	Huntington_disease	CYC1
hsa05016	Huntington_disease	CYCS
hsa05016	Huntington_disease	DCTN1
hsa05016	Huntington_disease	DCTN2
hsa05016	Huntington_disease	DCTN3
hsa05016	Huntington_disease	DCTN4
hsa05016	Huntington_disease	DCTN5
hsa05016	Huntington_disease	DCTN6
hsa05016	Huntington_disease	DLG4
hsa05016	Huntington_disease	DNAH1
hsa05016	Huntington_disease	DNAH10
hsa05016	Huntington_disease	DNAH11
hsa05016	Huntington_disease	DNAH12
hsa05016	Huntington_disease	DNAH14
hsa05016	Huntington_disease	DNAH17
hsa05016	Huntington_disease	DNAH2
hsa05016	Huntington_disease	DNAH3
hsa05016	Huntington_disease	DNAH5
hsa05016	Huntington_disease	DNAH6
hsa05016	Huntington_disease	DNAH7
hsa05016	Huntington_disease	DNAH8
hsa05016	Huntington_disease	DNAH9
hsa05016	Huntington_disease	DNAI1
hsa05016	Huntington_disease	DNAI2
hsa05016	Huntington_disease	DNAL1
hsa05016	Huntington_disease	DNAL4
hsa05016	Huntington_disease	DNALI1
hsa05016	Huntington_disease	EP300
hsa05016	Huntington_disease	ERN1
hsa05016	Huntington_disease	GNAQ
hsa05016	Huntington_disease	GPX1
hsa05016	Huntington_disease	GPX2
hsa05016	Huntington_disease	GPX3
hsa05016	Huntington_disease	GPX5
hsa05016	Huntington_disease	GPX6
hsa05016	Huntington_disease	GPX7
hsa05016	Huntington_disease	GPX8
hsa05016	Huntington_disease	GRIA1
hsa05016	Huntington_disease	GRIA2
hsa05016	Huntington_disease	GRIA4
hsa05016	Huntington_disease	GRIN1
hsa05016	Huntington_disease	GRIN2B
hsa05016	Huntington_disease	GRM5
hsa05016	Huntington_disease	HAP1
hsa05016	Huntington_disease	HDAC1
hsa05016	Huntington_disease	HDAC2
hsa05016	Huntington_disease	HIP1
hsa05016	Huntington_disease	HTT
hsa05016	Huntington_disease	IFT57
hsa05016	Huntington_disease	ITPR1
hsa05016	Huntington_disease	KCNJ10
hsa05016	Huntington_disease	KIF5A
hsa05016	Huntington_disease	KIF5B
hsa05016	Huntington_disease	KIF5C
hsa05016	Huntington_disease	KLC1
hsa05016	Huntington_disease	KLC2
hsa05016	Huntington_disease	KLC3
hsa05016	Huntington_disease	KLC4
hsa05016	Huntington_disease	MAP2K7
hsa05016	Huntington_disease	MAP3K10
hsa05016	Huntington_disease	MAP3K5
hsa05016	Huntington_disease	MAPK10
hsa05016	Huntington_disease	MAPK8
hsa05016	Huntington_disease	MAPK9
hsa05016	Huntington_disease	MTOR
hsa05016	Huntington_disease	NDUFA10
hsa05016	Huntington_disease	NDUFA11
hsa05016	Huntington_disease	NDUFA12
hsa05016	Huntington_disease	NDUFA13
hsa05016	Huntington_disease	NDUFA2
hsa05016	Huntington_disease	NDUFA3
hsa05016	Huntington_disease	NDUFA4
hsa05016	Huntington_disease	NDUFA4L2
hsa05016	Huntington_disease	NDUFA5
hsa05016	Huntington_disease	NDUFA6
hsa05016	Huntington_disease	NDUFA7
hsa05016	Huntington_disease	NDUFA8
hsa05016	Huntington_disease	NDUFA9
hsa05016	Huntington_disease	NDUFAB1
hsa05016	Huntington_disease	NDUFB1
hsa05016	Huntington_disease	NDUFB10
hsa05016	Huntington_disease	NDUFB2
hsa05016	Huntington_disease	NDUFB3
hsa05016	Huntington_disease	NDUFB4
hsa05016	Huntington_disease	NDUFB5
hsa05016	Huntington_disease	NDUFB6
hsa05016	Huntington_disease	NDUFB7
hsa05016	Huntington_disease	NDUFB8
hsa05016	Huntington_disease	NDUFB9
hsa05016	Huntington_disease	NDUFC1
hsa05016	Huntington_disease	NDUFC2
hsa05016	Huntington_disease	NDUFS1
hsa05016	Huntington_disease	NDUFS2
hsa05016	Huntington_disease	NDUFS3
hsa05016	Huntington_disease	NDUFS4
hsa05016	Huntington_disease	NDUFS5
hsa05016	Huntington_disease	NDUFS6
hsa05016	Huntington_disease	NDUFS7
hsa05016	Huntington_disease	NDUFS8
hsa05016	Huntington_disease	NDUFV1
hsa05016	Huntington_disease	NDUFV2
hsa05016	Huntington_disease	NDUFV3
hsa05016	Huntington_disease	NRBF2
hsa05016	Huntington_disease	NRF1
hsa05016	Huntington_disease	PIK3C3
hsa05016	Huntington_disease	PIK3R4
hsa05016	Huntington_disease	PLCB1
hsa05016	Huntington_disease	PLCB2
hsa05016	Huntington_disease	PLCB3
hsa05016	Huntington_disease	PLCB4
hsa05016	Huntington_disease	POLR2A
hsa05016	Huntington_disease	POLR2B
hsa05016	Huntington_disease	POLR2C
hsa05016	Huntington_disease	POLR2D
hsa05016	Huntington_disease	POLR2E
hsa05016	Huntington_disease	POLR2F
hsa05016	Huntington_disease	POLR2G
hsa05016	Huntington_disease	POLR2H
hsa05016	Huntington_disease	POLR2I
hsa05016	Huntington_disease	POLR2J
hsa05016	Huntington_disease	POLR2J2
hsa05016	Huntington_disease	POLR2J3
hsa05016	Huntington_disease	POLR2K
hsa05016	Huntington_disease	POLR2L
hsa05016	Huntington_disease	PPARG
hsa05016	Huntington_disease	PPARGC1A
hsa05016	Huntington_disease	PPIF
hsa05016	Huntington_disease	PSMA1
hsa05016	Huntington_disease	PSMA2
hsa05016	Huntington_disease	PSMA3
hsa05016	Huntington_disease	PSMA4
hsa05016	Huntington_disease	PSMA5
hsa05016	Huntington_disease	PSMA6
hsa05016	Huntington_disease	PSMA7
hsa05016	Huntington_disease	PSMA8
hsa05016	Huntington_disease	PSMB1
hsa05016	Huntington_disease	PSMB2
hsa05016	Huntington_disease	PSMB4
hsa05016	Huntington_disease	PSMB5
hsa05016	Huntington_disease	PSMB6
hsa05016	Huntington_disease	PSMB7
hsa05016	Huntington_disease	PSMC1
hsa05016	Huntington_disease	PSMC2
hsa05016	Huntington_disease	PSMC3
hsa05016	Huntington_disease	PSMC4
hsa05016	Huntington_disease	PSMC5
hsa05016	Huntington_disease	PSMC6
hsa05016	Huntington_disease	PSMD1
hsa05016	Huntington_disease	PSMD11
hsa05016	Huntington_disease	PSMD12
hsa05016	Huntington_disease	PSMD13
hsa05016	Huntington_disease	PSMD14
hsa05016	Huntington_disease	PSMD2
hsa05016	Huntington_disease	PSMD3
hsa05016	Huntington_disease	PSMD4
hsa05016	Huntington_disease	PSMD6
hsa05016	Huntington_disease	PSMD7
hsa05016	Huntington_disease	PSMD8
hsa05016	Huntington_disease	PSMD9
hsa05016	Huntington_disease	RB1CC1
hsa05016	Huntington_disease	RCOR1
hsa05016	Huntington_disease	REST
hsa05016	Huntington_disease	SDHA
hsa05016	Huntington_disease	SDHB
hsa05016	Huntington_disease	SDHC
hsa05016	Huntington_disease	SHFM1
hsa05016	Huntington_disease	SIN3A
hsa05016	Huntington_disease	SLC1A2
hsa05016	Huntington_disease	SLC1A3
hsa05016	Huntington_disease	SLC25A31
hsa05016	Huntington_disease	SLC25A4
hsa05016	Huntington_disease	SOD1
hsa05016	Huntington_disease	SOD2
hsa05016	Huntington_disease	SP1
hsa05016	Huntington_disease	STX1A
hsa05016	Huntington_disease	TAF4
hsa05016	Huntington_disease	TAF4B
hsa05016	Huntington_disease	TBP
hsa05016	Huntington_disease	TBPL1
hsa05016	Huntington_disease	TBPL2
hsa05016	Huntington_disease	TFAM
hsa05016	Huntington_disease	TGM2
hsa05016	Huntington_disease	TP53
hsa05016	Huntington_disease	TRAF2
hsa05016	Huntington_disease	TUBA1A
hsa05016	Huntington_disease	TUBA1B
hsa05016	Huntington_disease	TUBA1C
hsa05016	Huntington_disease	TUBA3C
hsa05016	Huntington_disease	TUBA3D
hsa05016	Huntington_disease	TUBA3E
hsa05016	Huntington_disease	TUBA4A
hsa05016	Huntington_disease	TUBA8
hsa05016	Huntington_disease	TUBAL3
hsa05016	Huntington_disease	TUBB
hsa05016	Huntington_disease	TUBB1
hsa05016	Huntington_disease	TUBB2A
hsa05016	Huntington_disease	TUBB2B
hsa05016	Huntington_disease	TUBB3
hsa05016	Huntington_disease	TUBB4A
hsa05016	Huntington_disease	TUBB4B
hsa05016	Huntington_disease	TUBB6
hsa05016	Huntington_disease	UCP1
hsa05016	Huntington_disease	ULK1
hsa05016	Huntington_disease	ULK2
hsa05016	Huntington_disease	UQCR10
hsa05016	Huntington_disease	UQCR11
hsa05016	Huntington_disease	UQCRB
hsa05016	Huntington_disease	UQCRC1
hsa05016	Huntington_disease	UQCRC2
hsa05016	Huntington_disease	UQCRFS1
hsa05016	Huntington_disease	UQCRH
hsa05016	Huntington_disease	UQCRQ
hsa05016	Huntington_disease	VDAC1
hsa05016	Huntington_disease	VDAC2
hsa05016	Huntington_disease	VDAC3
hsa05016	Huntington_disease	WIPI1
hsa05016	Huntington_disease	WIPI2
