Ensembl Gene ID	interactions information
ENSG00000172071	23667408-hcv-ssRNA,
ENSG00000172156	10559296-ehv2-dsDNA,
ENSG00000172164	9482110-htlv-ssRNART,
ENSG00000172183	12594219-ssRNA,
ENSG00000172215	15650194-hiv1-ssRNART,11177404-hiv2-ssRNART,
ENSG00000172216	12692227-hpv-dsDNA,
ENSG00000172273	9657002-dna-hsv-dsDNA,
ENSG00000172354	23043599-influenza-ssRNA,
ENSG00000172530	20153010-dna-hiv1-ssRNART,
ENSG00000172531	18068675-hsv-dsDNA,
ENSG00000172534	9094665-hsv-dsDNA,
ENSG00000172724	20039877-poxvirus-dsDNA,
ENSG00000172936	17567694-hcv-ssRNA,15767367-vacv-dsDNA,
ENSG00000172977	16001085-hiv1-ssRNART,
ENSG00000172985	16374509-hiv1-ssRNART,
ENSG00000173039	24807716-hsv-dsDNA,
ENSG00000173153	12560563-ebv-dsDNA,
ENSG00000173221	19038358-hiv1-ssRNART,
ENSG00000173273	22013039-hsv-dsDNA,
ENSG00000173327	23857585-hcv-ssRNA,
ENSG00000173369	23516407-denv-ssRNA,
ENSG00000173372	19656971-influenza-ssRNA,23516407-denv-ssRNA,
ENSG00000173402	23279385-lasv-ssRNA,
ENSG00000173404	21609490-dna-hsv-dsDNA,
ENSG00000173432	17329325-hcv-ssRNA,
ENSG00000173473	15140983-hsv-dsDNA,
ENSG00000173578	24155383-muhv8-dsDNA,
ENSG00000173599	23861867-hcv-ssRNA,
ENSG00000173744	21752912-hiv1-ssRNART,
ENSG00000173786	23084924-hiv1-ssRNART,
ENSG00000173805	16943288-hbv-dsDNART,
ENSG00000173812	24357634-rna-ev71-ssRNA,
ENSG00000174123	24567377,
ENSG00000174231	24968230-picornavirus-ssRNA,
ENSG00000174444	17329335-sinv-ssRNA,
ENSG00000174600	9603476-siv-ssRNART,9603476-hiv1-ssRNART,
ENSG00000174720	24607481-dna-hiv1-ssRNART,
ENSG00000174780	21734034-kshv-dsDNA,
ENSG00000174842	22280104-vacv-dsDNA,
ENSG00000174953	21703541-rna,
ENSG00000174996	21915095-vacv-dsDNA,
ENSG00000175029	23747199-adv-dsDNA,
ENSG00000175073	19637933-vacv-dsDNA,
ENSG00000175084	16571828-sinv-ssRNA,
ENSG00000175097	14530271-htlv-ssRNART,
ENSG00000175104	21262968-ebv-dsDNA,23774506-hiv1-ssRNART,16932746-hcmv-dsDNA,
ENSG00000175115	10707087-hiv1-ssRNART,
ENSG00000175166	18457437-ebv-dsDNA,
ENSG00000175197	16511829-hiv1-ssRNART,
ENSG00000175305	16061792-hpv-dsDNA,
ENSG00000175334	21880762-dna-vacv-dsDNA,14645565-hiv1-ssRNART,
ENSG00000175354	24442435-hcv-ssRNA,
ENSG00000175387	19420158-dna-jcv-dsDNA,16710631-hpv-dsDNA,
ENSG00000175390	24185006-rna-hcv-ssRNA,
ENSG00000175445	17517063-hcv-ssRNA,
ENSG00000175575	17289585-hiv1-ssRNART,
ENSG00000175582	25474634-hsv-dsDNA,
ENSG00000175602	8810253-hdv-ssRNA,
ENSG00000175745	10644726-hiv1-ssRNART,
ENSG00000175832	8441666-adv-dsDNA,
ENSG00000175899	11704888-hsv-dsDNA,
ENSG00000176105	25105980-vsv-ssRNA,41,
ENSG00000176170	19293152-bvdv-ssRNA,
ENSG00000176171	14534539-adv-dsDNA,
ENSG00000176248	20826619-poxvirus-dsDNA,
ENSG00000176261	21911577-denv-ssRNA,
ENSG00000176406	19199833-denv-ssRNA,
ENSG00000176986	18329616-ebov-ssRNA,
ENSG00000177189	18057234-kshv-dsDNA,
ENSG00000177239	26205822-hiv1-ssRNART,
ENSG00000177463	12522137-dna-hbv-dsDNART,
ENSG00000177469	21715506-influenza-ssRNA,
ENSG00000177565	20181716-hpv-dsDNA,
ENSG00000177575	25355889-shfv-ssRNA,
ENSG00000177606	16928756-dna-jcv-dsDNA,8617242-hpv-dsDNA,12692226-jcv-dsDNA,
ENSG00000177613	19779565-ev71-ssRNA,
ENSG00000177885	14993658-hcv-ssRNA,
ENSG00000177889	17942533-htlv-ssRNART,
ENSG00000177954	23379559-rna-hcv-ssRNA,
ENSG00000178562	21543478-hiv1-ssRNART,
ENSG00000178691	22279536-dna-hcmv-dsDNA,
ENSG00000178913	9820841-hpv-dsDNA,
ENSG00000178951	11907272-hiv1-ssRNART,
ENSG00000178952	20798060-rna,
ENSG00000178988	22258240-chikv-ssRNA,
ENSG00000178999	24478433-kshv-dsDNA,
ENSG00000179151	24008843-influenza-ssRNA,
ENSG00000179218	24321043-htlv-ssRNART,
ENSG00000179262	20614012-hiv1-ssRNART,
ENSG00000179271	12482659-hpv-dsDNA,
ENSG00000179295	21047965-kshv-dsDNA,
ENSG00000179348	23365437-dna-hcmv-dsDNA,
ENSG00000179364	18296443-hiv1-ssRNART,
ENSG00000179388	11909874-hiv1-ssRNART,
ENSG00000179399	26224662-hbv-dsDNART,26224662-hdv-ssRNA,
ENSG00000179583	21813598-htlv-ssRNART,
ENSG00000179750	17977970-hiv1-ssRNART,15993456-hiv1-ssRNART,
ENSG00000179934	16365449-hhv6-dsDNA,17209056-hhv6-dsDNA,
ENSG00000180182	25100719-hiv1-ssRNART,
ENSG00000180198	21909257-influenza-ssRNA,
ENSG00000180228	21994455-influenza-ssRNA,
ENSG00000180353	10612659-hiv1-ssRNART,
ENSG00000180370	20147394-hiv1-hiv2-siv-ssRNART,16501114-hiv1-ssRNART,
ENSG00000180871	22904195-hiv1-ssRNART,
ENSG00000180900	11027293-hpv-dsDNA,
ENSG00000181163	25424537-hcv-ssRNA,
ENSG00000181222	8700889-hiv1-ssRNART,
ENSG00000181610	16038965-hpv-dsDNA,
ENSG00000182004	24623795-hiv1-ssRNART,
ENSG00000182197	23950709-hsv-dsDNA,
ENSG00000182326	21429549-denv-ssRNA,
ENSG00000182481	17537211-denv-ssRNA,
ENSG00000182566	16051304-ebov-ssRNA,16051304-sarscov-ssRNA,19234677-hcv-ssRNA,
ENSG00000182568	17512569-dna-hcmv-dsDNA,
ENSG00000182578	7645215-hpv-dsDNA,
ENSG00000182636	9422723-sv40-dsDNA,
ENSG00000182718	22301157-hcv-ssRNA,19325895-hiv1-ssRNART,16501079-hiv1-ssRNART,
ENSG00000182827	23926333-poliovirus-ssRNA,
ENSG00000182866	18714047-hiv1-ssRNART,8794306-hiv1-ssRNART,
ENSG00000182944	23552423-rna-hcv-ssRNA,
ENSG00000182979	20022949-hbv-dsDNART,
ENSG00000183087	23084921-denv-ssRNA,
ENSG00000183207	19369355-influenza-ssRNA,
ENSG00000183258	21892174-dna,
ENSG00000183386	23616667-htlv-ssRNART,
ENSG00000183486	25363729-hiv1-ssRNART,
ENSG00000183495	8985331-sv40-dsDNA,
ENSG00000183625	9024664-hiv1-ssRNART,
ENSG00000183671	19008402-hiv1-ssRNART,
ENSG00000183684	19850040-kshv-dsDNA,
ENSG00000183735	23096996-hcv-ssRNA,19010780-hsv-dsDNA,
ENSG00000183765	16158050-htlv-ssRNART,
ENSG00000183808	22258240-chikv-ssRNA,
ENSG00000183813	22915808-hcmv-dsDNA,10666184-kshv-dsDNA,
ENSG00000183943	11773379-adv-dsDNA,
ENSG00000184012	23966399-piv-sev-ssRNA,
ENSG00000184110	24185006-rna-hcv-ssRNA,
ENSG00000184371	23061794-ebv-dsDNA,22902366-ebv-dsDNA,
ENSG00000184432	10199403-hiv1-ssRNART,
ENSG00000184451	19307942-hiv1-ssRNART,
ENSG00000184486	8559654-dna-hsv-dsDNA,
ENSG00000184584	22911572-hcv-ssRNA,
ENSG00000184708	18985028-hcv-ssRNA,
ENSG00000184900	18619639-hpv-dsDNA,
ENSG00000184990	17348035-hpv-dsDNA,10756043-coxsv-ssRNA,17348035-hpv-dsDNA,
ENSG00000185000	23420847-hcv-ssRNA,
ENSG00000185068	21375739-hbv-dsDNART,
ENSG00000185122	22018489-dna-ebv-dsDNA,
ENSG00000185129	10500218-hiv1-ssRNART,
ENSG00000185252	21994455-influenza-ssRNA,
ENSG00000185338	18172216-hiv1-ssRNART,
ENSG00000185420	25092459-hcv-ssRNA,
ENSG00000185467	25272585-hfv-ssRNART,
ENSG00000185507	12915551-dna-ebv-dsDNA,18987133-ebv-dsDNA,
ENSG00000185591	19193796-dna-hiv1-ssRNART,8912872-aav-ssDNA,
ENSG00000185630	12529389-dna-mmlv-ssRNART,
ENSG00000185668	8022800-jcv-dsDNA,
ENSG00000185745	23824812-jev-ssRNA,
ENSG00000185811	24522918-ebv-dsDNA,
ENSG00000185825	18684816-hpv-dsDNA,
ENSG00000185883	1334459-bpv-dsDNA,
ENSG00000185896	11799178-marv-ssRNA,12885763-hiv1-ssRNART,
ENSG00000186010	12163600-kshv-dsDNA,
ENSG00000186298	17215279-asfv-dsDNA,
ENSG00000186350	11915042-hcv-ssRNA,
ENSG00000186416	16107696-dna-hiv1-ssRNART,
ENSG00000186432	17192311-bpv-dsDNA,17376915-influenza-ssRNA,
ENSG00000186462	18985028-hcv-ssRNA,
ENSG00000186468	18457437-ebv-dsDNA,
ENSG00000186474	23612974-influenza-ssRNA,
ENSG00000186635	15607035-hcv-ssRNA,
ENSG00000186834	17576689-dna-hiv1-ssRNART,
ENSG00000186918	11853404-dna-hpv-dsDNA,
ENSG00000186951	11533157-dna-hbv-dsDNART,17764115-hcv-ssRNA,
ENSG00000187054	19924243-sarscov-ssRNA,
ENSG00000187079	8551581-sv40-dsDNA,8551581-sv40-dsDNA,12207913-dna-mmtv-ssRNART,
ENSG00000187109	18226242-hiv1-ssRNART,14966293-hpv-dsDNA,
ENSG00000187266	9209415-mlv-ssRNART,10369674-mlv-ssRNART,
ENSG00000187391	12140759-hpv-dsDNA,
ENSG00000187514	10891508-ebv-dsDNA,
ENSG00000187555	19834552-ebv-dsDNA,
ENSG00000187608	24257616-vacv-dsDNA,
ENSG00000187726	21994455-influenza-ssRNA,
ENSG00000187778	9765390-hsv-dsDNA,
ENSG00000187908	19553331-hiv1-ssRNART,
ENSG00000188120	18937254-rna-fmv-ssRNA,
ENSG00000188130	17616579-hcv-ssRNA,
ENSG00000188157	20023636-htlv-ssRNART,15975901-hiv1-ssRNART,
ENSG00000188313	23501106-hiv1-ssRNART,22789739-htlv-ssRNART,
ENSG00000188342	16169872-hbv-dsDNART,8934526-hiv1-ssRNART,
ENSG00000188554	24769734-coxsv-ssRNA,
ENSG00000188612	18619639-hpv-dsDNA,
ENSG00000188827	25320300-hiv1-ssRNART,
ENSG00000189060	8411358-sv40-dsDNA,
ENSG00000189403	22696656-influenza-ssRNA,11086163-rna-hiv1-ssRNART,
ENSG00000196083	16973626-hbv-dsDNART,
ENSG00000196092	23678172-ebv-dsDNA,
ENSG00000196136	21973077-hiv1-ssRNART,
ENSG00000196235	21715506-influenza-ssRNA,
ENSG00000196262	22902549-hbv-dsDNART,
ENSG00000196305	18457437-ebv-dsDNA,
ENSG00000196352	24618810-hantavirus-ssRNA,
ENSG00000196363	24853335-influenza-ssRNA,
ENSG00000196367	12743606-adv-dsDNA,
ENSG00000196411	23696734-kshv-dsDNA,
ENSG00000196419	21454661-hiv1-ssRNART,15140983-hsv-dsDNA,
ENSG00000196470	21878328-hbv-dsDNART,
ENSG00000196497	17616579-hcv-ssRNA,
ENSG00000196531	15986874-hbv-dsDNART,
ENSG00000196591	20660201-hsv-dsDNA,10228159-hpv-dsDNA,
ENSG00000196611	16807369-hiv1-ssRNART,
ENSG00000196628	12655097-dna-ebv-dsDNA,
ENSG00000196664	14976261-rna,
ENSG00000196839	25370495-rna-ebov-ssRNA,
ENSG00000196878	15331737-dom-rotavirus-dsRNA,
ENSG00000196890	10405893-hcv-ssRNA,
ENSG00000196911	17376915-influenza-ssRNA,
ENSG00000196961	10199403-hiv1-ssRNART,
ENSG00000197019	14675634-hpv-dsDNA,
ENSG00000197043	22114333-influenza-ssRNA,
ENSG00000197063	20102225-hbv-dsDNART,
ENSG00000197111	24719423-rna-hcv-ssRNA,
ENSG00000197122	21480319-hcv-ssRNA,
ENSG00000197157	7651391-ebv-dsDNA,
ENSG00000197265	8621472-dna-adv-dsDNA,
ENSG00000197323	22205733-adv-dsDNA,
ENSG00000197381	11907222-rna-hdv-ssRNA,
ENSG00000197442	11298454-hiv1-ssRNART,
ENSG00000197451	18457437-ebv-dsDNA,
ENSG00000197471	8133046-influenza-ssRNA,
ENSG00000197540	21059895-hcmv-dsDNA,
ENSG00000197555	16999984-hpv-dsDNA,9858596-hpv-dsDNA,
ENSG00000197561	16038965-hpv-dsDNA,
ENSG00000197579	11842245-aav-ssDNA,
ENSG00000197635	25114257-merscov-ssRNA,
ENSG00000197747	23637395-hpv-dsDNA,21411520-bluetongue-dsRNA,
ENSG00000197822	21632765-hcv-ssRNA,19052094-hcv-ssRNA,19515778-hcv-ssRNA,18802961-hcv-ssRNA,
ENSG00000197943	23258536-mhv-dsDNA,
ENSG00000197958	18457437-ebv-dsDNA,
ENSG00000198033	19327355-hiv1-ssRNART,
ENSG00000198169	21994455-influenza-ssRNA,
ENSG00000198176	21715488-adv-dsDNA,
ENSG00000198231	18588927-jev-ssRNA,
ENSG00000198276	12199906-ebv-dsDNA,
ENSG00000198355	19266083-kshv-dsDNA,
ENSG00000198373	10683340-ebv-dsDNA,
ENSG00000198399	17696407-kshv-dsDNA,
ENSG00000198431	18835810-hiv1-ssRNART,
ENSG00000198625	15604276-adv-dsDNA,
ENSG00000198646	14578865-hbv-dsDNART,
ENSG00000198668	21560167-hiv1-ssRNART,
ENSG00000198743	12719585-mlv-ssRNART,
ENSG00000198821	11525746-hiv1-ssRNART,
ENSG00000198848	21994455-influenza-ssRNA,
ENSG00000198890	17267505-hiv1-ssRNART,15596808-hiv1-ssRNART,
ENSG00000198900	23658456-ebov-ssRNA,
ENSG00000198919	12538761-rna-dom-hbv-dsDNART,
ENSG00000198938	16677157-hbv-dsDNART,
ENSG00000198947	24200690-coxsv-ssRNA,
ENSG00000198959	14517264-hpv-dsDNA,
ENSG00000203710	23416052-ebv-dsDNA,
ENSG00000204103	20506502-htlv-ssRNART,
ENSG00000204209	25019989-denv-ssRNA,
ENSG00000204264	15303969-hcv-ssRNA,
ENSG00000204267	19201886-ebv-dsDNA,
ENSG00000204305	23559480-rsv-ssRNA,
ENSG00000204388	18457437-ebv-dsDNA,
ENSG00000204628	22289149-influenza-ssRNA,10799781-influenza-ssRNA,
ENSG00000205220	22018786-adv-dsDNA,
ENSG00000205250	20890043-parvovirusb19-ssDNA,
ENSG00000205323	18208323-vacv-dsDNA,
ENSG00000205339	17360709-hiv1-ssRNART,
ENSG00000205413	21248034-myxv-dsDNA,
ENSG00000205726	22975684-ebv-dsDNA,
ENSG00000205846	23573288-ebov-ssRNA,
ENSG00000206047	22733823-hiv1-ssRNART,
ENSG00000206172	12072504-hpv-dsDNA,
ENSG00000206505	16038965-hpv-dsDNA,
ENSG00000211455	15582665-hiv1-ssRNART,
ENSG00000211460	12532453-hcv-ssRNA,
ENSG00000213024	22334672-hsv-dsDNA,22623767-ebv-dsDNA,22308026-hiv1-ssRNART,
ENSG00000213088	22122911-hiv1-ssRNART,
ENSG00000213341	15215253-dsDNA,
ENSG00000213494	19553544-hcmv-dsDNA,
ENSG00000213512	18985028-hcv-ssRNA,
ENSG00000213585	16201016-influenza-ssRNA,
ENSG00000213672	18234668-hiv1-ssRNART,
ENSG00000213676	12445808-hcv-ssRNA,
ENSG00000213689	20871604-dna-hiv1-ssRNART,
ENSG00000213782	11024137-hpv-dsDNA,
ENSG00000213809	23115291-cowpoxvirus-dsDNA,
ENSG00000213928	16800784-hpv-dsDNA,
ENSG00000213937	17804490-hcv-ssRNA,
ENSG00000213949	15892964-rrv-ssRNA,
ENSG00000213977	10940294-htlv-ssRNART,
ENSG00000213999	23843637-dna-ebv-dsDNA,
ENSG00000214274	22438557-kshv-dsDNA,
ENSG00000214575	20144904-rna-hpv-dsDNA,
ENSG00000214717	25210186-adv-dsDNA,
ENSG00000215021	19906925-hiv1-ssRNART,
ENSG00000215041	11119584-hpv-dsDNA,
ENSG00000215301	22174317-hiv1-ssRNART,23840900-hiv1-ssRNART,
ENSG00000221829	21994455-influenza-ssRNA,
ENSG00000221914	23530045-adv-dsDNA,
ENSG00000223355	11119607-ebv-dsDNA,
ENSG00000223952	11878931-vacv-dsDNA,
ENSG00000224455	18985028-hcv-ssRNA,
ENSG00000226225	18457437-ebv-dsDNA,
ENSG00000228267	20308361-denv-ssRNA,
ENSG00000228875	11827166-hiv1-ssRNART,15031534-hsv-dsDNA,
ENSG00000229496	16478985-hcmv-dsDNA,
ENSG00000229861	18391203-ebv-dsDNA,
ENSG00000230108	19232662-tpv-dsDNA,
ENSG00000230700	15031534-hsv-dsDNA,
ENSG00000231925	19201886-ebv-dsDNA,
ENSG00000232367	16201019-hsv-dsDNA,11580231-hpv-dsDNA,
ENSG00000232804	18457437-ebv-dsDNA,
ENSG00000232960	15031534-hsv-dsDNA,
ENSG00000233224	18688256-kshv-dsDNA,
ENSG00000233348	24901321-prrsv-ssRNA,
ENSG00000233813	18391203-ebv-dsDNA,
ENSG00000234114	24664238-hpv-dsDNA,
ENSG00000234495	22258240-chikv-ssRNA,
ENSG00000234507	24183673-mlv-ssRNART,16227282-kshv-dsDNA,24623816-mlv-ssRNART,24146614-kshv-dsDNA,
ENSG00000234651	24901321-prrsv-ssRNA,
ENSG00000235068	11099378-adv-dsDNA,
ENSG00000235233	19793804-hcmv-dsDNA,
ENSG00000235396	11119607-ebv-dsDNA,
ENSG00000235439	22553320-hcmv-dsDNA,
ENSG00000235985	24901321-prcv-ssRNA,
ENSG00000236227	24623816-mlv-ssRNART,24146614-kshv-dsDNA,
ENSG00000236342	23263557-dna-dsDNA,22810586-dsDNA,23263557-dsDNA,
ENSG00000236443	14550573-hiv1-ssRNART,
ENSG00000237095	20729195-htlv-ssRNART,
ENSG00000237462	25320289-hsv-dsDNA,
ENSG00000237693	22174682,
ENSG00000237808	15821739-hcmv-dsDNA,
ENSG00000237834	21880773-rubella-ssRNA,
ENSG00000238227	21667337-hsv-dsDNA,
ENSG00000238289	23625227-hcmv-dsDNA,
ENSG00000239713	12859895-hiv1-ssRNART,12808466,
ENSG00000239732	17085599-dna,
ENSG00000239839	17142766-hsv-dsDNA,
ENSG00000241973	21697487-hcv-ssRNA,
ENSG00000243067	18985028-hcv-ssRNA,
ENSG00000243414	21831443-poxvirus-dsDNA,
ENSG00000243678	11231635-ebv-dsDNA,
ENSG00000243811	21835787-hiv1-ssRNART,
ENSG00000244509	15466872-hiv1-ssRNART,
ENSG00000245848	12692227-hpv-dsDNA,
ENSG00000250506	21067790-wdsv-ssRNART,
ENSG00000254087	18985015-kshv-dsDNA,
ENSG00000254772	22628567-hiv1-ssRNART,
ENSG00000255302	21911577-denv-ssRNA,
ENSG00000255604	7522689-hiv1-ssRNART,
ENSG00000256062	16107962,
ENSG00000256683	22975076-dna-hiv1-ssRNART,15596820-ebv-dsDNA,
ENSG00000257103	22745163-rna-dna,
ENSG00000257923	16529788-dna-hpv-dsDNA,
ENSG00000258643	17428862-sarscov-ssRNA,
ENSG00000258659	24314652-hiv1-ssRNART,
ENSG00000259207	10196290-hantavirus-ssRNA,
ENSG00000260119	15527836-mlv-ssRNART,
ENSG00000260150	11733528-adv-dsDNA,
ENSG00000260178	23269789,19403670,18411269-rna,22933270,
ENSG00000260283	23084924-hiv1-ssRNART,
ENSG00000260623	18524771-hiv1-ssRNART,
ENSG00000260968	21849460-influenza-ssRNA,16103886-hpv-dsDNA,18661220-htlv-ssRNART,
ENSG00000261132	21459854-dna-hiv1-ssRNART,
ENSG00000261180	21566123-denv-ssRNA,
ENSG00000261660	22176891-influenza-ssRNA,
ENSG00000261698	23420847-hcv-ssRNA,
ENSG00000261921	17229709-ssRNART,16191204-jsrv-ssRNART,
ENSG00000262029	18208323-vacv-dsDNA,
ENSG00000262088	21378123-rna,
ENSG00000262279	17208489-rbv-ssRNA,
ENSG00000262472	12105224-denv-ssRNA,23933059-bfdv-ssDNA,23536660-influenza-ssRNA,
ENSG00000262907	21925109,
ENSG00000262909	23781096-hcv-ssRNA,
ENSG00000262985	24550301-denv-ssRNA,
ENSG00000263100	22615821-influenza-ssRNA,
ENSG00000263239	16847120-hcv-ssRNA,
ENSG00000263344	11581395-hsv-dsDNA,
ENSG00000265681	20932481-hcmv-dsDNA,
ENSG00000266332	17005690-denv-ssRNA,
ENSG00000266641	15692053-kshv-dsDNA,
ENSG00000266766	14609630-hiv1-ssRNART,
