Ensembl Gene ID	interactions information
ENSG00000108654	23741449-hiv1-ssRNART,21911577-denv-ssRNA,22640416-hcv-ssRNA,
ENSG00000108691	12419245-mhv68-dsDNA,
ENSG00000108702	16528029-yldv-dsDNA,14645913-yldv-dsDNA,
ENSG00000108753	15194767-dna-hbv-dsDNART,
ENSG00000108771	19403670-paramyxovirus-ssRNA,23269789,19403670,18411269-rna,22933270,
ENSG00000108773	22623781-adv-dsDNA,11384967-hiv1-ssRNART,
ENSG00000108840	15194749-hsv-dsDNA,
ENSG00000108852	10523841-hpv-dsDNA,
ENSG00000108854	18985028-hcv-ssRNA,21994455-influenza-ssRNA,23781096-hcv-ssRNA,21318310-bpv-dsDNA,
ENSG00000108947	18632560-nipahvirus-ssRNA,
ENSG00000108953	17141194-hcv-ssRNA,
ENSG00000109111	22171252-hcmv-dsDNA,
ENSG00000109184	21911577-denv-ssRNA,
ENSG00000109320	16407234-dna-hsv-dsDNA,
ENSG00000109458	12186904-hcv-ssRNA,
ENSG00000109606	24990078-dsrna,
ENSG00000109670	15611062-sv40-dsDNA,
ENSG00000109819	24297698-dna-hbv-dsDNART,
ENSG00000109846	19637933-vacv-dsDNA,
ENSG00000109854	9482853-hiv1-ssRNART,
ENSG00000109971	18457437-ebv-dsDNA,18032515-mlv-ssRNART,
ENSG00000110048	19570870-hcv-ssRNA,
ENSG00000110075	25187537-influenza-ssRNA,
ENSG00000110092	21347341-ebv-dsDNA,15542638-ebv-dsDNA,
ENSG00000110104	12186904-hcv-ssRNA,
ENSG00000110169	18211098-hev-ssRNA,
ENSG00000110321	12663812-rhinovirus-ssRNA,19655339-ev-ssRNA,
ENSG00000110324	12093920-hcmv-dsDNA,
ENSG00000110367	22851315-hiv1-ssRNART,
ENSG00000110395	15824310-hsv-dsDNA,
ENSG00000110400	10683337-alphaherpesvirus-dsDNA,11162814-hsv-dsDNA,
ENSG00000110429	24403578-rvfv-ssRNA,
ENSG00000110651	25339761-hcv-ssRNA,10400776-hcv-ssRNA,
ENSG00000110660	17581869-flv-ssRNART,
ENSG00000110700	18457437-ebv-dsDNA,
ENSG00000110711	8972861-hbv-dsDNART,16257957-ebv-dsDNA,
ENSG00000110713	23523133-hiv1-ssRNART,23028327-vsiv-ssRNA,20554795-influenza-ssRNA,
ENSG00000110768	7724549-ebv-dsDNA,24675874-ebv-dsDNA,
ENSG00000110777	23950709-hsv-dsDNA,
ENSG00000110852	16940507-hiv1-ssRNART,
ENSG00000110876	19543284-ev71-ssRNA,
ENSG00000111057	11765921-hsv-dsDNA,
ENSG00000111087	21468632-hbv-dsDNART,
ENSG00000111206	10523841-hpv-dsDNA,
ENSG00000111269	16352405-bhv-dsDNA,
ENSG00000111276	19451650-ebv-dsDNA,15050687-hiv1-ssRNART,
ENSG00000111321	9371602-hcv-ssRNA,
ENSG00000111331	25275129-dsRNA,
ENSG00000111335	25275129-dsRNA,
ENSG00000111358	8934526-hiv1-ssRNART,
ENSG00000111424	20593215-ebv-dsDNA,10936084-mcv-dsDNA,
ENSG00000111530	18667692-poxvirus-dsDNA,
ENSG00000111537	2514776-hiv1-ssRNART,
ENSG00000111602	21490103-dna-ebv-dsDNA,
ENSG00000111605	23414560-hiv1-ssRNART,
ENSG00000111640	19368702-rna-jev-ssRNA,19464723-rna-hdv-ssRNA,18032515-mlv-ssRNART,
ENSG00000111642	10228159-hpv-dsDNA,
ENSG00000111653	21177815-ebv-dsDNA,
ENSG00000111679	10222053-blv-ssRNART,
ENSG00000111701	21775448-dna-hsv-dsDNA,19843348-dna-hbv-dsDNART,
ENSG00000111727	10196288-hsv-dsDNA,
ENSG00000111729	18541725-hiv1-ssRNART,
ENSG00000111732	23341589-rna-hbv-dsDNART,
ENSG00000111786	11179230-adv-dsDNA,
ENSG00000111802	25201958-dna-hbv-dsDNART,
ENSG00000111859	15592516-htlv-ssRNART,
ENSG00000111875	18971269-vzv-dsDNA,
ENSG00000111880	12408826-hiv1-ssRNART,
ENSG00000111912	21994455-influenza-ssRNA,
ENSG00000111981	22102813-hhv7-dsDNA,20090832-hcmv-dsDNA,
ENSG00000112079	15582665-hiv1-ssRNART,
ENSG00000112081	22505578-ebv-dsDNA,12660167-hsv-dsDNA,
ENSG00000112118	20545442-hcmv-dsDNA,
ENSG00000112130	22405594-hsv-dsDNA,
ENSG00000112208	18457437-ebv-dsDNA,
ENSG00000112242	7933066-adv-dsDNA,16249186-hpv-dsDNA,
ENSG00000112282	23302885-adv-dsDNA,
ENSG00000112486	16365449-hhv6-dsDNA,17209056-hiv1-ssRNART,24980635-hiv2-siv-ssRNART,
ENSG00000112559	17289077-dna-hiv1-ssRNART,20417616-kshv-dsDNA,
ENSG00000112576	19706544-hsv-dsDNA,
ENSG00000112592	18216093-dna-hsv-dsDNA,7478615-hpv-dsDNA,9614873-aav-ssDNA,
ENSG00000112658	21769134-ev71-ssRNA,
ENSG00000112739	15452250-hiv2-ssRNART,
ENSG00000112855	9445076-hiv1-ssRNART,
ENSG00000112984	17135315-hpv-dsDNA,
ENSG00000113013	22013042-hiv1-ssRNART,
ENSG00000113249	19860892-hav-ssRNA,25855742-ebov-ssRNA,9658108-hav-ssRNA,
ENSG00000113263	24722985-hiv1-ssRNART,
ENSG00000113318	20573815-adv-ssDNA,
ENSG00000113360	22808228-htlv-ssRNART,
ENSG00000113368	19640559-hsv-dsDNA,
ENSG00000113387	8703021-dna-sv40-dsDNA,
ENSG00000113456	8479526,
ENSG00000113494	9343305-mmtv-ssRNART,
ENSG00000113522	23365434-bcv-ssDNA,
ENSG00000113558	19776120-myxv-dsDNA,18353424-orthopoxvirus-dsDNA,
ENSG00000113575	16044149-hpv-dsDNA,
ENSG00000113580	10936084-mcv-dsDNA,
ENSG00000113595	19176615-hcmv-dsDNA,
ENSG00000113600	7911492,
ENSG00000113648	18195046-dna-mlv-ssRNART,
ENSG00000113649	9315662-hiv1-ssRNART,
ENSG00000113712	23148689-hcv-ssRNA,
ENSG00000113721	14502277-adv-ssDNA,
ENSG00000113916	19701248-htlv-ssRNART,
ENSG00000114013	16920215-adv-dsDNA,
ENSG00000114030	21987768-ebov-ssRNA,9463369-hiv1-ssRNART,
ENSG00000114062	16493710-hpv-dsDNA,
ENSG00000114126	16061792-hpv-dsDNA,
ENSG00000114127	23248316-rna-hcv-ssRNA,
ENSG00000114166	12163591-hpv-dsDNA,
ENSG00000114302	11414803-adv-dsDNA,
ENSG00000114331	16039000-vacv-dsDNA,
ENSG00000114391	16537587-hiv1-ssRNART,
ENSG00000114446	12745083-cav-ssDNA,
ENSG00000114698	19637933-vacv-dsDNA,
ENSG00000114738	23487458-hcv-ssRNA,
ENSG00000114742	18032488-hpv-dsDNA,
ENSG00000114867	22280895-vacv-dsDNA,
ENSG00000114902	24009510-hcv-ssRNA,
ENSG00000114978	18985028-hcv-ssRNA,
ENSG00000115009	19527233-hiv1-ssRNART,
ENSG00000115053	17767916-influenza-ssRNA,
ENSG00000115085	9371616-siv-ssRNART,
ENSG00000115216	15084397-denv-ssRNA,
ENSG00000115221	16973584-fmdv-ssRNA,10799568-fmdv-ssRNA,
ENSG00000115232	22691367-hiv1-ssRNART,
ENSG00000115234	22151726-hpv-dsDNA,
ENSG00000115267	23273991-rna,15563593-paramyxoviruses-ssRNA,
ENSG00000115339	17485527-hsv-dsDNA,
ENSG00000115380	9425942-hbv-dsDNART,
ENSG00000115414	20364278-hbv-dsDNART,15331737-rotavirus-dsRNA,17522212-mlv-ssRNART,
ENSG00000115415	22383882-ebov-ssRNA,15140960-nipahvirus-ssRNA,
ENSG00000115540	16038965-hpv-dsDNA,
ENSG00000115548	23576503-kshv-dsDNA,
ENSG00000115604	11418688-hpv-dsDNA,
ENSG00000115641	23616667-htlv-ssRNART,17093190-hpv-dsDNA,
ENSG00000115758	17276651-ev71-ssRNA,
ENSG00000115808	15661155-rinderpestvirus-ssRNA,
ENSG00000115816	9420275-ebv-dsDNA,
ENSG00000115866	18457437-ebv-dsDNA,
ENSG00000115875	22505578-ebv-dsDNA,19924249-vzv-dsDNA,
ENSG00000115884	23576506-hcv-ssRNA,
ENSG00000115902	12584318-ssRNART,
ENSG00000115942	15507644-dna-kshv-dsDNA,22072974-dna-kshv-dsDNA,
ENSG00000115947	18946490-ebv-dsDNA,
ENSG00000115966	20102225,9202004-dna-hbv-dsDNART,
ENSG00000116001	24696465-rna-tbev-ssRNA,
ENSG00000116017	22302879-dna-ebv-dsDNA,
ENSG00000116030	23468495-influenza-ssRNA,
ENSG00000116031	20181944-hiv1-ssRNART,
ENSG00000116062	20573815-adv-ssDNA,
ENSG00000116106	23696734-kshv-dsDNA,
ENSG00000116273	24278021-dna-adv-dsDNA,
ENSG00000116350	20685659-rna-hiv1-ssRNART,
ENSG00000116478	12370815-htlv-ssRNART,10228159-hpv-dsDNA,15194748-htlv-ssRNART,
ENSG00000116560	22114566-influenza-ssRNA,
ENSG00000116604	11818339-dna-ebv-dsDNA,
ENSG00000116661	12904574-hsv-dsDNA,
ENSG00000116670	12951035-adv-dsDNA,
ENSG00000116679	9696811-influenza-ssRNA,
ENSG00000116717	16282491-hcmv-dsDNA,
ENSG00000116809	22099967-hpv-dsDNA,
ENSG00000116833	14728801-dna-hbv-dsDNART,
ENSG00000117090	23760251-measles-ssRNA,
ENSG00000117228	23405236-influenza-ssRNA,
ENSG00000117322	24600013-ebv-dsDNA,
ENSG00000117335	23760251-mv-ssRNA,
ENSG00000117395	22345443-ebv-dsDNA,
ENSG00000117399	16222116-hpv-dsDNA,15623561-htlv-ssRNART,
ENSG00000117450	21159870,18032515-mmlv-ssRNA,
ENSG00000117479	16537605-flv-ssRNART,
ENSG00000117569	11726525-rna-tmev-ssRNA,
ENSG00000117601	23840401-hiv1-ssRNART,
ENSG00000117632	20110360-ebv-dsDNA,
ENSG00000117676	18057234-kshv-dsDNA,
ENSG00000117707	19264593-dna-hbv-dsDNART,
ENSG00000117748	22379092-dna-kshv-dsDNA,
ENSG00000117906	7624774-hpv-dsDNA,
ENSG00000117983	17125499-hiv1-ssRNART,
ENSG00000118137	11878923-hcv-ssRNA,1632797-hiv1-ssRNART,
ENSG00000118181	22174317-ebv-dsDNA,
ENSG00000118217	12445808-hcv-ssRNA,
ENSG00000118260	1827531-hbv-dsDNART,1827531-dna-hbv-dsDNART,7745688-htlv-ssRNART,
ENSG00000118495	17376404-hpv-dsDNA,
ENSG00000118503	10544141-ebv-dsDNA,
ENSG00000118513	15507152-dna-flv-ssRNART,
ENSG00000118579	16763564-adv-dsDNA,
ENSG00000118689	24177179-htlv-ssRNART,
ENSG00000118705	15215855-hsv-dsDNA,
ENSG00000118900	10725330-ebv-dsDNA,
ENSG00000118971	16164752-htlv-ssRNART,
ENSG00000119138	8257632-dna-hiv1-ssRNART,
ENSG00000119139	22796133-tbev-ssRNA,
ENSG00000119203	17669424-dna-hiv1-ssRNART,
ENSG00000119335	17868381-wnv-ssRNA,
ENSG00000119383	16460864-hcv-ssRNA,
ENSG00000119414	25187537-influenza-ssRNA,
ENSG00000119686	19369334-flv-ssRNART,
ENSG00000119772	20413592-dna-blv-ssRNART,19070387-hbv-dsDNART,20200245-dna-mhv-dsDNA,
ENSG00000119782	22046132-sarscov-ssRNA,
ENSG00000119912	17055432-vzv-dsDNA,
ENSG00000120053	16038965-hpv-dsDNA,
ENSG00000120087	22553335-adv-dsDNA,
ENSG00000120149	15970589-blv-ssRNART,
ENSG00000120265	20679221-rna-hiv1-ssRNART,
ENSG00000120656	20519406-hcmv-dsDNA,
ENSG00000120705	14636559-mlv-ssRNART,
ENSG00000120738	17502875-dna-hsv-dsDNA,
ENSG00000120756	12119179-hiv1-ssRNART,
ENSG00000120798	11358973-dna-hpv-dsDNA,
ENSG00000120837	9032250-htlv-ssRNART,
ENSG00000120885	23538443-influenza-ssRNA,
ENSG00000120910	23950709-hsv-dsDNA,
ENSG00000120913	21625420-influenza-ssRNA,
ENSG00000120948	7745706-dna-hiv1-ssRNART,
ENSG00000121022	16882664-wnv-ssRNA,
ENSG00000121053	8825615-hiv1-ssRNART,
ENSG00000121057	18786546-hiv1-ssRNART,
ENSG00000121060	19454348-influenza-ssRNA,
ENSG00000121068	23388722-dna-hpv-dsDNA,
ENSG00000121236	24314652-hiv1-ssRNART,
ENSG00000121552	10619701-ssRNA,
ENSG00000121594	16177101-hiv1-ssRNART,15110532-adv-dsDNA,
ENSG00000121653	16840345-vacv-dsDNA,
ENSG00000121766	21994455-influenza-ssRNA,
ENSG00000121774	22280896-rna-fmdv-ssRNA,
ENSG00000121807	9239395-hiv1-ssRNART,
ENSG00000121848	24852021-hiv1-ssRNART,
ENSG00000121864	20484494-dna-mlv-ssRNART,
ENSG00000121966	25421818-hiv2-ssRNART,11027346-hiv1-ssRNART,
ENSG00000122068	21814512-kshv-dsDNA,
ENSG00000122194	20702651-influenza-ssRNA,
ENSG00000122218	17166901-sarscov-ssRNA,
ENSG00000122512	16510450-ebv-dsDNA,
ENSG00000122566	21865391,21865391-rna-jev-ssRNA,
ENSG00000122692	24945353-influenza-ssRNA,
ENSG00000122779	17287283-adv-dsDNA,
ENSG00000122786	16115893-kshv-dsDNA,
ENSG00000122852	18566427-hiv1-ssRNART,14515273-rsv-ssRNA,10873155-rcmv-dsDNA,7844369-influenza-ssRNA,
ENSG00000122877	11909874-hiv1-ssRNART,
ENSG00000123064	21994455-influenza-ssRNA,
ENSG00000123124	17609263,
ENSG00000123136	16478985-hcmv-dsDNA,
ENSG00000123143	10809724-hpv-dsDNA,
ENSG00000123159	15767424-hpv-dsDNA,20091192-hbv-dsDNART,
ENSG00000123240	19609363-htlv-ssRNART,
ENSG00000123268	20413592-dna-blv-ssRNART,20053736-dna-ebv-dsDNA,
ENSG00000123297	20798060,
ENSG00000123349	18398700-hcv-ssRNA,
ENSG00000123358	16847753-hpv-dsDNA,
ENSG00000123374	23065011-hpv-dsDNA,22951823-hbv-dsDNART,
ENSG00000123384	11100124-hiv1-ssRNART,
ENSG00000123415	16103149-hiv1-ssRNART,
ENSG00000123444	16038965-hpv-dsDNA,
ENSG00000123560	20427532-mhv-ssRNA,17392370-humancoronavirus-ssRNA,
ENSG00000123609	21994455-influenza-ssRNA,
ENSG00000123838	21642539-denv-ssRNA,
ENSG00000124102	23637403-hsv-dsDNA,
ENSG00000124107	9456660-hiv1-ssRNART,
ENSG00000124145	21482826-hiv1-ssRNART,
ENSG00000124151	22627138-hbv-dsDNART,
ENSG00000124164	22720086-hcv-ssRNA,
ENSG00000124177	20631145-hpv-dsDNA,
ENSG00000124181	23028325-kshv-dsDNA,
ENSG00000124193	20685659-rna-hiv1-ssRNART,
ENSG00000124214	21945618-influenza-ssRNA,
ENSG00000124256	19590578-mcmv-dsDNA,12777633-dsDNA,
ENSG00000124571	21297638-rna-adv-dsDNA,
ENSG00000124614	22672539-hiv1-ssRNART,
ENSG00000124664	24027338-dna-hsv-dsDNA,
ENSG00000124762	15870436-kshv-dsDNA,9284048-hpv-dsDNA,
ENSG00000124789	23523133-hiv1-ssRNART,23049930-hiv1-ssRNART,
ENSG00000124795	12388720-kshv-dsDNA,
ENSG00000124831	9671805-rna-hiv1-ssRNART,
ENSG00000124882	19034604-hbv-dsDNART,
ENSG00000124942	16641280-crpv-dsDNA,
ENSG00000125148	21994455-influenza-ssRNA,
ENSG00000125266	16007075-nipahvirus-ssRNA,
ENSG00000125347	9001242-dna-ebv-dsDNA,
ENSG00000125354	17229681-hcv-ssRNA,
ENSG00000125458	23874742-hcv-ssRNA,
ENSG00000125538	1907279-hiv1-ssRNART,
ENSG00000125651	10704353-hiv1-ssRNART,
ENSG00000125730	16571820-hsv-dsDNA,
ENSG00000125740	21937452-dna-hpv-dsDNA,
ENSG00000125780	16257432-hpv-dsDNA,
ENSG00000125798	12163577-dna-hbv-dsDNART,
ENSG00000125810	15292184-hcv-ssRNA,
ENSG00000125817	25281565-htlv-ssRNART,
ENSG00000125875	22491470-hcv-ssRNA,
ENSG00000125931	10327051-adv-dsDNA,
ENSG00000125952	10074148-dna-ebv-dsDNA,
ENSG00000125968	21701587-ebv-dsDNA,
ENSG00000126067	14550573-hiv1-ssRNART,
ENSG00000126214	21925109,
ENSG00000126218	19603000-adv-dsDNA,2160855-hsv-dsDNA,
ENSG00000126351	7609079-hiv1-ssRNART,
ENSG00000126353	22915808-hcmv-dsDNA,
ENSG00000126456	24049179-hsv-dsDNA,
ENSG00000126457	23388725-hbv-dsDNART,
ENSG00000126561	16339411-kshv-dsDNA,
ENSG00000126581	19759141-hsv-dsDNA,
ENSG00000126756	22933289-ebv-dsDNA,
ENSG00000126759	8630395-hiv1-ssRNART,
ENSG00000126767	11024111-dna-hcmv-dsDNA,
ENSG00000126773	16237761-hcv-ssRNA,
ENSG00000126787	15286176-htlv-ssRNART,
ENSG00000126883	19386703-hsv-dsDNA,
ENSG00000126945	21823664-hcv-ssRNA,
ENSG00000127022	22915798-sarscov-ssRNA,
ENSG00000127124	11161801-dna-hiv1-ssRNART,
ENSG00000127152	17245431-dna-hiv1-ssRNART,
ENSG00000127191	23890813-rotavirus-dsRNA,23774506-hiv1-ssRNART,12796506-hcv-ssRNA,16311516-kshv-dsDNA,
ENSG00000127445	23221557-ebv-dsDNA,17681194-hbv-dsDNART,
ENSG00000127481	16061792-hpv-dsDNA,23555265-denv-ssRNA,22232672-hpv-dsDNA,
ENSG00000127511	12414923-dna-polyomavirus-dsDNA,
ENSG00000127616	22262178-dna-hpv-dsDNA,16687403-hiv1-ssRNART,
ENSG00000127666	15767367-vacv-dsDNA,21931545-hav-ssRNA,
ENSG00000127884	23275097-hbv-dsDNART,
ENSG00000127914	21911577-denv-ssRNA,
ENSG00000128016	14679154-ssRNART,14679154-htlv-ssRNART,
ENSG00000128052	10077638-poxvirus-dsDNA,
ENSG00000128272	9190894-htlv-ssRNART,
ENSG00000128276	25107902-hiv1-ssRNART,
ENSG00000128294	24569807-hiv1-ssRNART,
ENSG00000128383	17977970-hiv1-ssRNART,16527742-aav-ssDNA,
ENSG00000128394	15152192-hiv1-ssRNART,15141007-hiv1-ssRNART,
ENSG00000128604	24532789-hiv2-ssRNART,
ENSG00000128731	22645313-hpv-dsDNA,
ENSG00000128829	16601681-rna-sinv-ssRNA,
ENSG00000128951	23341616-dna-hiv1-ssRNART,
ENSG00000129315	9491887-hiv1-ssRNART,10545121-hiv1-ssRNART,
ENSG00000129351	21987769-ebov-ssRNA,
ENSG00000129465	18442983-hcmv-dsDNA,
ENSG00000129514	15748903-dna-mmtv-ssRNART,
ENSG00000129675	16374509-hiv1-ssRNART,
ENSG00000130159	25449573-hbv-dsDNART,
ENSG00000130164	23589850-vsiv-ssRNA,
ENSG00000130202	11602758-hsv-dsDNA,
ENSG00000130204	25140902-influenza-ssRNA,
ENSG00000130208	18667498-hcv-ssRNA,
ENSG00000130234	22438550-sarscov-ssRNA,
ENSG00000130294	23804637-prv-dsDNA,15722511-hsv-dsDNA,
ENSG00000130303	23201263-hiv1-ssRNART,18200009-hiv1-ssRNART,
ENSG00000130340	17696407-kshv-dsDNA,
ENSG00000130402	24802111-influenza-ssRNA,
ENSG00000130522	8617242-hpv-dsDNA,
ENSG00000130598	19637933-vacv-dsDNA,
ENSG00000130695	18985028-hcv-ssRNA,
ENSG00000130699	9311891-adv-dsDNA,
ENSG00000130726	15596820-ebv-dsDNA,
ENSG00000130816	20147412-hbv-dsDNART,16983344-adv-dsDNA-hpv-dsDNA,
ENSG00000130818	17409159-kshv-dsDNA,
ENSG00000130957	19010963-rna-ev71-ssRNA,
ENSG00000131015	20090832-hcmv-dsDNA,
ENSG00000131019	20530255-hcmv-dsDNA,
ENSG00000131023	25044019-hcv-ssRNA,
ENSG00000131095	22258240-chikv-ssRNA,
ENSG00000131100	18573235-denv-ssRNA,
ENSG00000131142	18208323-vacv-dsDNA,
ENSG00000131196	14748509-dna-hiv1-ssRNART,
ENSG00000131242	19761540-hcmv-dsDNA,
ENSG00000131323	9566902-ebv-dsDNA,18614628-hantavirus-ssRNA,
ENSG00000131435	22110760-influenza-ssRNA,
ENSG00000131437	19282970-kshv-dsDNA,
ENSG00000131467	23104922-htlv-ssRNART,
ENSG00000131558	22534017-hiv1-ssRNART,
ENSG00000131711	21795342-rsv-ssRNA,
ENSG00000131759	8618882-ebv-dsDNA,
ENSG00000131981	23487460-hsv-dsDNA,
ENSG00000132002	18457437-ebv-dsDNA,
ENSG00000132005	11044090-dna-ebv-dsDNA,
ENSG00000132155	9624170-hiv1-ssRNART,
ENSG00000132170	14741344-dom-hbv-dsDNART,
ENSG00000132256	15689398-hiv1-ssRNART,
ENSG00000132274	23408607-influenza-ssRNA,
ENSG00000132341	12649209-adv-dsDNA,23711384-emcv-ssRNA,
ENSG00000132383	23365439-hpv-dsDNA,22379092-dna-kshv-dsDNA,
ENSG00000132386	16038965-hpv-dsDNA,
ENSG00000132466	17276651-ev71-ssRNA,21671165-hcmv-dsDNA,
ENSG00000132470	12119179-hiv1-ssRNART,
ENSG00000132507	9285100-rna-hiv1-ssRNART,8253832-hiv1-ssRNART,
ENSG00000132510	22589717-rna-kshv-dsDNA,
ENSG00000132522	11119584-hpv-dsDNA,
ENSG00000132535	17121805-hpv-dsDNA,9482110-htlv-ssRNART,21668967-influenza-ssRNA,
ENSG00000132604	16799465-ebv-dsDNA,
ENSG00000132646	22623772-ebv-dsDNA,
ENSG00000132661	17267598-influenza-ssRNA,21159877-ssRNART,
ENSG00000132703	9350282-influenza-ssRNA,
ENSG00000132744	19486448-hcv-ssRNA,
ENSG00000132842	25210190-paramyxoviruses-ssRNA,
ENSG00000132849	17287269-hpv-dsDNA,
ENSG00000132906	20022954-vacv-dsDNA,
ENSG00000132963	11934899-hpv-dsDNA,
ENSG00000132964	21067790-wdsv-ssRNART,
ENSG00000133101	1331501-hpv-dsDNA,
ENSG00000133124	18971280-aav-ssDNA,
ENSG00000133216	23696734-kshv-dsDNA,
ENSG00000133265	23950709-hsv-dsDNA,
ENSG00000133318	24898729-hcv-ssRNA,
ENSG00000133606	19846531-wnv-ssRNA,
ENSG00000133661	23518578-vacv-dsDNA,
ENSG00000133740	20890043-parvovirusb19-ssDNA,
ENSG00000133794	11172044-hsv-dsDNA,
ENSG00000134046	19557157-dna-hiv1-ssRNART,15674330-htlv-ssRNART,
ENSG00000134057	18799590-vzv-dsDNA,
ENSG00000134058	21209116-ebv-dsDNA,
ENSG00000134070	12566418-poxvirus-dsDNA,
ENSG00000134109	21878646-hcv-ssRNA,
ENSG00000134138	23950709-hsv-dsDNA,
ENSG00000134248	9499022-hbv-dsDNART,
ENSG00000134308	22309289-hbv-dsDNART,
ENSG00000134323	9653139-hpv-dsDNA,
ENSG00000134352	22490805-hhv8-dsDNA,
ENSG00000134480	9334327-hiv1-ssRNART,
ENSG00000134516	14737186-hiv1-ssRNART,
ENSG00000134574	11581406-hbv-dsDNART,
ENSG00000134817	9621075-hiv1-ssRNART,
ENSG00000134852	21734043-hsv-dsDNA,
ENSG00000134853	18701889-hcmv-dsDNA,
ENSG00000134954	9030555-htlv-ssRNART,
ENSG00000134970	15767367-vacv-dsDNA,
ENSG00000134982	20971552-hbv-dsDNART,
ENSG00000135018	15082787-kshv-dsDNA,
ENSG00000135046	24648446-mev-ssRNA,
ENSG00000135077	23555248-wnv-ssRNA,
ENSG00000135090	22202175-hsv-dsDNA,
ENSG00000135100	15194767-dna-hbv-dsDNART,
ENSG00000135111	23388722-dna-hpv-dsDNA,
ENSG00000135116	22685405-hsv-dsDNA,
ENSG00000135218	23487416-kshv-dsDNA,
ENSG00000135250	12134018-hbv-dsRNART,
ENSG00000135272	16260749-hiv1-ssRNART,
ENSG00000135316	19232660-rna-hcv-ssRNA,
ENSG00000135333	23696734-kshv-dsDNA,
ENSG00000135387	23097442-jev-ssRNA,
ENSG00000135392	21249176-flavivirus-ssRNA,22915803-flavivirus-ssRNA,
ENSG00000135404	17438075-hiv1-ssRNART,18321974-hiv1-ssRNART,
ENSG00000135446	20660182-hsv-dsDNA,12779347-htlv-ssRNART,16164752-htlv-ssRNART,
ENSG00000135457	8139557-dna-hsv-dsDNA,
ENSG00000135480	12072504-hpv-dsDNA,
ENSG00000135486	19339352-rna-sinv-ssRNA,
ENSG00000135519	20638388-hiv1-ssRNART,
ENSG00000135655	19553310-hpv-dsDNA,
ENSG00000135679	20473904-ebv-dsDNA,12883554-hiv1-ssRNART,
ENSG00000135723	15473682-rna-hcv-ssRNA,
ENSG00000135766	23836663-vacv-dsDNA,
ENSG00000135821	21994455-influenza-ssRNA,
ENSG00000135828	22513284,
ENSG00000135829	16527808-hiv1-ssRNART,
ENSG00000135899	15308735-ebv-dsDNA,14559998-hcv-ssRNA,
ENSG00000135913	25347529-hbv-dsDNART,
ENSG00000136021	23047923-hiv1-ssRNART,
ENSG00000136040	20727575-poxvirus-dsDNA,
ENSG00000136167	22258240-chikv-ssRNA,
ENSG00000136169	18498648-hiv1-ssRNART,
ENSG00000136238	14737186-hiv1-ssRNART,
ENSG00000136243	12228227-hiv1-ssRNART,
ENSG00000136271	21411523-wnv-ssRNA,
ENSG00000136279	14718626-asfv-dsDNA,
ENSG00000136305	12595532-hcv-ssRNA,
ENSG00000136436	22258240-chikv-ssRNA,
ENSG00000136448	18089753-hiv1-ssRNART,
ENSG00000136450	8551577-rna-rsv-ssRNART,11179230-adv-dsDNA,
ENSG00000136560	15215253-poxvirus-dsDNA,
ENSG00000136628	19580983-rna-tgev-ssRNA,
ENSG00000136717	22543239-hcv-ssRNA,
ENSG00000136754	7590237-mlv-ssRNART,
ENSG00000136807	25233083-hsv-dsDNA,12036313-hiv1-ssRNART,
ENSG00000136824	18971280-aav-ssDNA,
ENSG00000136868	20974973-ssRNART,
ENSG00000136869	24043886-hiv1-ssRNART,
ENSG00000136872	25072145-hbv-dsDNART,
ENSG00000136875	15452250-hiv2-ssRNART,
ENSG00000136878	21525354-htlv-ssRNART,
ENSG00000136888	16226257-sarscov-ssRNA,
ENSG00000136935	16987983-poxvirus-dsDNA,
ENSG00000136936	22379092-kshv-dsDNA,
ENSG00000136937	21402597-rna-influenza-ssRNA,
ENSG00000136938	24823948-hev-ssRNA,
ENSG00000136986	16446359-mhv-dsDNA,15215856-hsv-dsDNA,
ENSG00000136997	12821782-hpv-dsDNA,17070091-hpv-dsDNA,
ENSG00000137076	12119179-hiv1-ssRNART,
ENSG00000137077	18208323-vacv-dsDNA,
ENSG00000137100	24352458-fmdv-ssRNA,
ENSG00000137154	21734034-kshv-dsDNA,
ENSG00000137171	22258240-chikv-ssRNA,
ENSG00000137177	23279019-lasv-ssRNA,
ENSG00000137203	8084021-dna-hiv1-ssRNART,
ENSG00000137265	25101696-mhv68-dsDNA,
ENSG00000137275	18442983-hcmv-dsDNA,19590578-mcmv-dsDNA,
ENSG00000137309	23392246-hiv1-ssRNART,
ENSG00000137462	24043886-hiv1-ssRNART,
ENSG00000137497	19052088-hpv-dsDNA,
ENSG00000137504	16282471-hsv-dsDNA,
ENSG00000137574	20679221-rna-hiv1-ssRNART,
ENSG00000137575	22571704-ndv-ssRNA,
ENSG00000137628	21791617-dna-rna,
ENSG00000137648	20631123-influenza-ssRNA,
ENSG00000137709	18479461-dna-hpv-dsDNA,
ENSG00000137710	19321616-mvm-ssDNA,
ENSG00000137713	1706474-sv40-dsDNA,
ENSG00000137747	20219906-influenza-ssRNA,
ENSG00000137752	10400732-myxomavirus-dsDNA,
ENSG00000137757	21454616-vacv-dsDNA,
ENSG00000137801	11023976-hiv1-ssRNART,
ENSG00000137824	16038965-hpv-dsDNA,
ENSG00000137845	24725932-hiv1-ssRNART,
ENSG00000137947	8800208-hiv1-ssRNART,9311902-hpv-dsDNA,
ENSG00000137965	25776761-dna-hiv1-ssRNART,
