id	name	feature
vip:0000005	EBV	RPL37A
vip:0000005	EBV	RPL7
vip:0000005	EBV	RPL8
vip:0000005	EBV	RPL9
vip:0000005	EBV	RPS11
vip:0000005	EBV	RPS13
vip:0000005	EBV	RPS15A
vip:0000005	EBV	RPS17L
vip:0000005	EBV	RPS18
vip:0000005	EBV	RPS2
vip:0000005	EBV	RPS23
vip:0000005	EBV	RPS24
vip:0000005	EBV	RPS25
vip:0000005	EBV	RPS27A
vip:0000005	EBV	RPS27L
vip:0000005	EBV	RPS7
vip:0000005	EBV	RPS8
vip:0000005	EBV	RRAS
vip:0000005	EBV	RRAS2
vip:0000005	EBV	RRBP1
vip:0000005	EBV	RSL1D1
vip:0000005	EBV	RSU1
vip:0000005	EBV	RTN4
vip:0000005	EBV	RUVBL1
vip:0000005	EBV	S100A16
vip:0000005	EBV	S100A6
vip:0000005	EBV	S1PR3
vip:0000005	EBV	SACM1L
vip:0000005	EBV	SARS
vip:0000005	EBV	SAYSD1
vip:0000005	EBV	SCAMP2
vip:0000005	EBV	SCAMP3
vip:0000005	EBV	SCAMP4
vip:0000005	EBV	SCCPDH
vip:0000005	EBV	SCFD1
vip:0000005	EBV	SCN2A
vip:0000005	EBV	SCO2
vip:0000005	EBV	SDF4
vip:0000005	EBV	SDHB
vip:0000005	EBV	SEC16A
vip:0000005	EBV	SEC61B
vip:0000005	EBV	SEC62
vip:0000005	EBV	SEC63
vip:0000005	EBV	SEPT11
vip:0000005	EBV	SEPT9
vip:0000005	EBV	SERBP1
vip:0000005	EBV	SERPINE2
vip:0000005	EBV	SETX
vip:0000005	EBV	SF3B1
vip:0000005	EBV	SFRP1
vip:0000005	EBV	SFT2D1
vip:0000005	EBV	SFXN3
vip:0000005	EBV	SH3BP4
vip:0000005	EBV	SH3D21
vip:0000005	EBV	SHB
vip:0000005	EBV	SIN3A
vip:0000005	EBV	SLAIN2
vip:0000005	EBV	SLC12A4
vip:0000005	EBV	SLC16A3
vip:0000005	EBV	SLC22A18
vip:0000005	EBV	SLC25A22
vip:0000005	EBV	SLC26A3
vip:0000005	EBV	SLC27A4
vip:0000005	EBV	SLC2A1
vip:0000005	EBV	SLC30A7
vip:0000005	EBV	SLC30A9
vip:0000005	EBV	SLC35F6
vip:0000005	EBV	SLC38A4
vip:0000005	EBV	SLC7A5
