Id	Annotation	FunctionName
hsa05016	POLR2C	Huntington_disease
hsa05016	POLR2D	Huntington_disease
hsa05016	POLR2E	Huntington_disease
hsa05016	POLR2F	Huntington_disease
hsa05016	POLR2G	Huntington_disease
hsa05016	POLR2H	Huntington_disease
hsa05016	POLR2I	Huntington_disease
hsa05016	POLR2J	Huntington_disease
hsa05016	POLR2J2	Huntington_disease
hsa05016	POLR2J3	Huntington_disease
hsa05016	POLR2K	Huntington_disease
hsa05016	POLR2L	Huntington_disease
hsa05016	PPARG	Huntington_disease
hsa05016	PPARGC1A	Huntington_disease
hsa05016	PPIF	Huntington_disease
hsa05016	PSMA1	Huntington_disease
hsa05016	PSMA2	Huntington_disease
hsa05016	PSMA3	Huntington_disease
hsa05016	PSMA4	Huntington_disease
hsa05016	PSMA5	Huntington_disease
hsa05016	PSMA6	Huntington_disease
hsa05016	PSMA7	Huntington_disease
hsa05016	PSMA8	Huntington_disease
hsa05016	PSMB1	Huntington_disease
hsa05016	PSMB2	Huntington_disease
hsa05016	PSMB4	Huntington_disease
hsa05016	PSMB5	Huntington_disease
hsa05016	PSMB6	Huntington_disease
hsa05016	PSMB7	Huntington_disease
hsa05016	PSMC1	Huntington_disease
hsa05016	PSMC2	Huntington_disease
hsa05016	PSMC3	Huntington_disease
hsa05016	PSMC4	Huntington_disease
hsa05016	PSMC5	Huntington_disease
hsa05016	PSMC6	Huntington_disease
hsa05016	PSMD1	Huntington_disease
hsa05016	PSMD11	Huntington_disease
hsa05016	PSMD12	Huntington_disease
hsa05016	PSMD13	Huntington_disease
hsa05016	PSMD14	Huntington_disease
hsa05016	PSMD2	Huntington_disease
hsa05016	PSMD3	Huntington_disease
hsa05016	PSMD4	Huntington_disease
hsa05016	PSMD6	Huntington_disease
hsa05016	PSMD7	Huntington_disease
hsa05016	PSMD8	Huntington_disease
hsa05016	PSMD9	Huntington_disease
hsa05016	RB1CC1	Huntington_disease
hsa05016	RCOR1	Huntington_disease
hsa05016	REST	Huntington_disease
hsa05016	SDHA	Huntington_disease
hsa05016	SDHB	Huntington_disease
hsa05016	SDHC	Huntington_disease
hsa05016	SHFM1	Huntington_disease
hsa05016	SIN3A	Huntington_disease
hsa05016	SLC1A2	Huntington_disease
hsa05016	SLC1A3	Huntington_disease
hsa05016	SLC25A31	Huntington_disease
hsa05016	SLC25A4	Huntington_disease
hsa05016	SOD1	Huntington_disease
hsa05016	SOD2	Huntington_disease
hsa05016	SP1	Huntington_disease
hsa05016	STX1A	Huntington_disease
hsa05016	TAF4	Huntington_disease
hsa05016	TAF4B	Huntington_disease
hsa05016	TBP	Huntington_disease
hsa05016	TBPL1	Huntington_disease
hsa05016	TBPL2	Huntington_disease
hsa05016	TFAM	Huntington_disease
hsa05016	TGM2	Huntington_disease
hsa05016	TP53	Huntington_disease
hsa05016	TRAF2	Huntington_disease
hsa05016	TUBA1A	Huntington_disease
hsa05016	TUBA1B	Huntington_disease
hsa05016	TUBA1C	Huntington_disease
hsa05016	TUBA3C	Huntington_disease
hsa05016	TUBA3D	Huntington_disease
hsa05016	TUBA3E	Huntington_disease
hsa05016	TUBA4A	Huntington_disease
hsa05016	TUBA8	Huntington_disease
hsa05016	TUBAL3	Huntington_disease
hsa05016	TUBB	Huntington_disease
hsa05016	TUBB1	Huntington_disease
hsa05016	TUBB2A	Huntington_disease
hsa05016	TUBB2B	Huntington_disease
hsa05016	TUBB3	Huntington_disease
hsa05016	TUBB4A	Huntington_disease
hsa05016	TUBB4B	Huntington_disease
hsa05016	TUBB6	Huntington_disease
hsa05016	UCP1	Huntington_disease
hsa05016	ULK1	Huntington_disease
hsa05016	ULK2	Huntington_disease
hsa05016	UQCR10	Huntington_disease
hsa05016	UQCR11	Huntington_disease
hsa05016	UQCRB	Huntington_disease
hsa05016	UQCRC1	Huntington_disease
hsa05016	UQCRC2	Huntington_disease
hsa05016	UQCRFS1	Huntington_disease
hsa05016	UQCRH	Huntington_disease
hsa05016	UQCRQ	Huntington_disease
hsa05016	VDAC1	Huntington_disease
hsa05016	VDAC2	Huntington_disease
hsa05016	VDAC3	Huntington_disease
hsa05016	WIPI1	Huntington_disease
hsa05016	WIPI2	Huntington_disease
hsa05017	ADRM1	Spinocerebellar_ataxia
hsa05017	AFG3L2	Spinocerebellar_ataxia
hsa05017	AKT1	Spinocerebellar_ataxia
hsa05017	AKT2	Spinocerebellar_ataxia
hsa05017	AKT3	Spinocerebellar_ataxia
hsa05017	AMBRA1	Spinocerebellar_ataxia
hsa05017	ATG13	Spinocerebellar_ataxia
hsa05017	ATG14	Spinocerebellar_ataxia
hsa05017	ATG2A	Spinocerebellar_ataxia
hsa05017	ATG2B	Spinocerebellar_ataxia
hsa05017	ATP2A1	Spinocerebellar_ataxia
hsa05017	ATP2A2	Spinocerebellar_ataxia
hsa05017	ATP2A3	Spinocerebellar_ataxia
hsa05017	ATXN1	Spinocerebellar_ataxia
hsa05017	ATXN10	Spinocerebellar_ataxia
hsa05017	ATXN1L	Spinocerebellar_ataxia
hsa05017	ATXN2	Spinocerebellar_ataxia
hsa05017	ATXN2L	Spinocerebellar_ataxia
hsa05017	ATXN3	Spinocerebellar_ataxia
hsa05017	BEAN1	Spinocerebellar_ataxia
hsa05017	BECN1	Spinocerebellar_ataxia
hsa05017	C10orf2	Spinocerebellar_ataxia
hsa05017	C12orf44	Spinocerebellar_ataxia
hsa05017	CACNA1A	Spinocerebellar_ataxia
hsa05017	CIC	Spinocerebellar_ataxia
hsa05017	DAB1	Spinocerebellar_ataxia
hsa05017	ERN1	Spinocerebellar_ataxia
hsa05017	FGF14	Spinocerebellar_ataxia
hsa05017	GNAQ	Spinocerebellar_ataxia
hsa05017	GRIA1	Spinocerebellar_ataxia
hsa05017	GRIA2	Spinocerebellar_ataxia
hsa05017	GRIN1	Spinocerebellar_ataxia
hsa05017	GRIN2A	Spinocerebellar_ataxia
hsa05017	GRIN2B	Spinocerebellar_ataxia
hsa05017	GRIN2C	Spinocerebellar_ataxia
hsa05017	GRIN2D	Spinocerebellar_ataxia
hsa05017	GRIN3A	Spinocerebellar_ataxia
hsa05017	GRIN3B	Spinocerebellar_ataxia
hsa05017	GRM1	Spinocerebellar_ataxia
hsa05017	GTF2B	Spinocerebellar_ataxia
hsa05017	ITPR1	Spinocerebellar_ataxia
hsa05017	ITPR2	Spinocerebellar_ataxia
hsa05017	ITPR3	Spinocerebellar_ataxia
hsa05017	KAT5	Spinocerebellar_ataxia
hsa05017	KCNC3	Spinocerebellar_ataxia
hsa05017	KCND3	Spinocerebellar_ataxia
hsa05017	MAP3K5	Spinocerebellar_ataxia
hsa05017	MAPK10	Spinocerebellar_ataxia
hsa05017	MAPK8	Spinocerebellar_ataxia
hsa05017	MAPK9	Spinocerebellar_ataxia
hsa05017	MTOR	Spinocerebellar_ataxia
hsa05017	MYOD1	Spinocerebellar_ataxia
hsa05017	NFYA	Spinocerebellar_ataxia
hsa05017	NOP56	Spinocerebellar_ataxia
hsa05017	NRBF2	Spinocerebellar_ataxia
hsa05017	OMA1	Spinocerebellar_ataxia
hsa05017	OPA1	Spinocerebellar_ataxia
hsa05017	PDYN	Spinocerebellar_ataxia
hsa05017	PIK3C3	Spinocerebellar_ataxia
hsa05017	PIK3CA	Spinocerebellar_ataxia
hsa05017	PIK3CB	Spinocerebellar_ataxia
hsa05017	PIK3CD	Spinocerebellar_ataxia
hsa05017	PIK3R1	Spinocerebellar_ataxia
hsa05017	PIK3R3	Spinocerebellar_ataxia
hsa05017	PIK3R4	Spinocerebellar_ataxia
hsa05017	PLCB1	Spinocerebellar_ataxia
hsa05017	PLCB2	Spinocerebellar_ataxia
hsa05017	PLCB3	Spinocerebellar_ataxia
hsa05017	PLCB4	Spinocerebellar_ataxia
hsa05017	PRKCA	Spinocerebellar_ataxia
hsa05017	PRKCB	Spinocerebellar_ataxia
hsa05017	PRKCG	Spinocerebellar_ataxia
hsa05017	PSMA1	Spinocerebellar_ataxia
hsa05017	PSMA2	Spinocerebellar_ataxia
hsa05017	PSMA3	Spinocerebellar_ataxia
hsa05017	PSMA4	Spinocerebellar_ataxia
hsa05017	PSMA5	Spinocerebellar_ataxia
hsa05017	PSMA6	Spinocerebellar_ataxia
hsa05017	PSMA7	Spinocerebellar_ataxia
hsa05017	PSMA8	Spinocerebellar_ataxia
hsa05017	PSMB1	Spinocerebellar_ataxia
hsa05017	PSMB2	Spinocerebellar_ataxia
hsa05017	PSMB4	Spinocerebellar_ataxia
hsa05017	PSMB5	Spinocerebellar_ataxia
hsa05017	PSMB6	Spinocerebellar_ataxia
hsa05017	PSMB7	Spinocerebellar_ataxia
hsa05017	PSMC1	Spinocerebellar_ataxia
hsa05017	PSMC2	Spinocerebellar_ataxia
hsa05017	PSMC3	Spinocerebellar_ataxia
hsa05017	PSMC4	Spinocerebellar_ataxia
hsa05017	PSMC5	Spinocerebellar_ataxia
hsa05017	PSMC6	Spinocerebellar_ataxia
hsa05017	PSMD1	Spinocerebellar_ataxia
hsa05017	PSMD11	Spinocerebellar_ataxia
hsa05017	PSMD12	Spinocerebellar_ataxia
hsa05017	PSMD13	Spinocerebellar_ataxia
hsa05017	PSMD14	Spinocerebellar_ataxia
hsa05017	PSMD2	Spinocerebellar_ataxia
hsa05017	PSMD3	Spinocerebellar_ataxia
hsa05017	PSMD4	Spinocerebellar_ataxia
hsa05017	PSMD6	Spinocerebellar_ataxia
hsa05017	PSMD7	Spinocerebellar_ataxia
hsa05017	PSMD8	Spinocerebellar_ataxia
hsa05017	PSMD9	Spinocerebellar_ataxia
hsa05017	PUM1	Spinocerebellar_ataxia
hsa05017	PUM2	Spinocerebellar_ataxia
hsa05017	RB1CC1	Spinocerebellar_ataxia
hsa05017	RBPJ	Spinocerebellar_ataxia
hsa05017	RBPJL	Spinocerebellar_ataxia
hsa05017	RELN	Spinocerebellar_ataxia
hsa05017	RORA	Spinocerebellar_ataxia
hsa05017	RYR1	Spinocerebellar_ataxia
hsa05017	SHFM1	Spinocerebellar_ataxia
hsa05017	SLC1A6	Spinocerebellar_ataxia
hsa05017	SP1	Spinocerebellar_ataxia
hsa05017	SPTBN2	Spinocerebellar_ataxia
hsa05017	TBP	Spinocerebellar_ataxia
hsa05017	TBPL1	Spinocerebellar_ataxia
hsa05017	TBPL2	Spinocerebellar_ataxia
hsa05017	TRAF2	Spinocerebellar_ataxia
hsa05017	TRPC3	Spinocerebellar_ataxia
hsa05017	ULK1	Spinocerebellar_ataxia
hsa05017	ULK2	Spinocerebellar_ataxia
hsa05017	VLDLR	Spinocerebellar_ataxia
hsa05017	WIPI1	Spinocerebellar_ataxia
hsa05017	WIPI2	Spinocerebellar_ataxia
hsa05017	XBP1	Spinocerebellar_ataxia
hsa05020	BAX	Prion_diseases
hsa05020	C1QA	Prion_diseases
hsa05020	C1QB	Prion_diseases
hsa05020	C1QC	Prion_diseases
hsa05020	C5	Prion_diseases
hsa05020	C6	Prion_diseases
hsa05020	C7	Prion_diseases
hsa05020	C8A	Prion_diseases
hsa05020	C8B	Prion_diseases
hsa05020	C8G	Prion_diseases
hsa05020	C9	Prion_diseases
hsa05020	CASP12	Prion_diseases
hsa05020	EGR1	Prion_diseases
hsa05020	FYN	Prion_diseases
hsa05020	HSPA1A	Prion_diseases
hsa05020	HSPA5	Prion_diseases
hsa05020	IL1A	Prion_diseases
hsa05020	IL1B	Prion_diseases
hsa05020	IL6	Prion_diseases
hsa05020	LAMC1	Prion_diseases
hsa05020	MAP2K1	Prion_diseases
hsa05020	MAP2K2	Prion_diseases
hsa05020	MAPK1	Prion_diseases
hsa05020	MAPK3	Prion_diseases
hsa05020	NCAM1	Prion_diseases
hsa05020	NCAM2	Prion_diseases
hsa05020	NOTCH1	Prion_diseases
hsa05020	PRKACA	Prion_diseases
hsa05020	PRKACB	Prion_diseases
hsa05020	PRKACG	Prion_diseases
hsa05020	PRNP	Prion_diseases
hsa05020	SOD1	Prion_diseases
hsa05020	STIP1	Prion_diseases
hsa05030	ADCY5	Cocaine_addiction
hsa05030	ATF2	Cocaine_addiction
hsa05030	ATF4	Cocaine_addiction
hsa05030	ATF6B	Cocaine_addiction
hsa05030	BDNF	Cocaine_addiction
hsa05030	CDK5	Cocaine_addiction
hsa05030	CDK5R1	Cocaine_addiction
hsa05030	CREB1	Cocaine_addiction
hsa05030	CREB3	Cocaine_addiction
hsa05030	CREB3L1	Cocaine_addiction
hsa05030	CREB3L2	Cocaine_addiction
hsa05030	CREB3L3	Cocaine_addiction
hsa05030	CREB3L4	Cocaine_addiction
hsa05030	CREB5	Cocaine_addiction
hsa05030	DDC	Cocaine_addiction
hsa05030	DLG4	Cocaine_addiction
hsa05030	DRD1	Cocaine_addiction
hsa05030	DRD2	Cocaine_addiction
hsa05030	FOSB	Cocaine_addiction
hsa05030	GNAI1	Cocaine_addiction
hsa05030	GNAI2	Cocaine_addiction
hsa05030	GNAI3	Cocaine_addiction
hsa05030	GNAS	Cocaine_addiction
hsa05030	GPSM1	Cocaine_addiction
hsa05030	GRIA2	Cocaine_addiction
hsa05030	GRIN1	Cocaine_addiction
hsa05030	GRIN2A	Cocaine_addiction
hsa05030	GRIN2B	Cocaine_addiction
hsa05030	GRIN2C	Cocaine_addiction
hsa05030	GRIN2D	Cocaine_addiction
hsa05030	GRIN3A	Cocaine_addiction
hsa05030	GRIN3B	Cocaine_addiction
hsa05030	GRM2	Cocaine_addiction
hsa05030	GRM3	Cocaine_addiction
hsa05030	JUN	Cocaine_addiction
hsa05030	NFKB1	Cocaine_addiction
hsa05030	PDYN	Cocaine_addiction
hsa05030	PPP1R1B	Cocaine_addiction
hsa05030	PRKACA	Cocaine_addiction
hsa05030	PRKACB	Cocaine_addiction
hsa05030	PRKACG	Cocaine_addiction
hsa05030	RELA	Cocaine_addiction
hsa05030	RGS9	Cocaine_addiction
hsa05030	SLC18A1	Cocaine_addiction
hsa05030	SLC18A2	Cocaine_addiction
hsa05030	SLC6A3	Cocaine_addiction
hsa05030	TH	Cocaine_addiction
hsa05031	ADCY5	Amphetamine_addiction
hsa05031	ARC	Amphetamine_addiction
hsa05031	ATF2	Amphetamine_addiction
hsa05031	ATF4	Amphetamine_addiction
hsa05031	ATF6B	Amphetamine_addiction
hsa05031	CACNA1C	Amphetamine_addiction
hsa05031	CACNA1D	Amphetamine_addiction
hsa05031	CALM1	Amphetamine_addiction
hsa05031	CALM2	Amphetamine_addiction
hsa05031	CALM3	Amphetamine_addiction
hsa05031	CALML3	Amphetamine_addiction
hsa05031	CALML4	Amphetamine_addiction
hsa05031	CALML5	Amphetamine_addiction
hsa05031	CALML6	Amphetamine_addiction
hsa05031	CAMK2A	Amphetamine_addiction
hsa05031	CAMK2B	Amphetamine_addiction
hsa05031	CAMK2D	Amphetamine_addiction
hsa05031	CAMK2G	Amphetamine_addiction
hsa05031	CAMK4	Amphetamine_addiction
hsa05031	CREB1	Amphetamine_addiction
hsa05031	CREB3	Amphetamine_addiction
hsa05031	CREB3L1	Amphetamine_addiction
hsa05031	CREB3L2	Amphetamine_addiction
hsa05031	CREB3L3	Amphetamine_addiction
hsa05031	CREB3L4	Amphetamine_addiction
hsa05031	CREB5	Amphetamine_addiction
hsa05031	DDC	Amphetamine_addiction
hsa05031	DRD1	Amphetamine_addiction
hsa05031	FOS	Amphetamine_addiction
hsa05031	FOSB	Amphetamine_addiction
hsa05031	GNAS	Amphetamine_addiction
hsa05031	GRIA1	Amphetamine_addiction
hsa05031	GRIA2	Amphetamine_addiction
hsa05031	GRIA4	Amphetamine_addiction
hsa05031	GRIN1	Amphetamine_addiction
hsa05031	GRIN2A	Amphetamine_addiction
hsa05031	GRIN2B	Amphetamine_addiction
hsa05031	GRIN2C	Amphetamine_addiction
hsa05031	GRIN2D	Amphetamine_addiction
hsa05031	GRIN3A	Amphetamine_addiction
hsa05031	GRIN3B	Amphetamine_addiction
hsa05031	HDAC1	Amphetamine_addiction
hsa05031	HDAC2	Amphetamine_addiction
hsa05031	JUN	Amphetamine_addiction
hsa05031	PDYN	Amphetamine_addiction
hsa05031	PPP1CA	Amphetamine_addiction
hsa05031	PPP1CB	Amphetamine_addiction
hsa05031	PPP1CC	Amphetamine_addiction
hsa05031	PPP1R1B	Amphetamine_addiction
hsa05031	PPP3CA	Amphetamine_addiction
hsa05031	PPP3CB	Amphetamine_addiction
hsa05031	PPP3CC	Amphetamine_addiction
hsa05031	PPP3R1	Amphetamine_addiction
hsa05031	PPP3R2	Amphetamine_addiction
hsa05031	PRKACA	Amphetamine_addiction
hsa05031	PRKACB	Amphetamine_addiction
hsa05031	PRKACG	Amphetamine_addiction
hsa05031	PRKCA	Amphetamine_addiction
hsa05031	PRKCB	Amphetamine_addiction
hsa05031	PRKCG	Amphetamine_addiction
hsa05031	SIRT1	Amphetamine_addiction
hsa05031	SLC18A1	Amphetamine_addiction
hsa05031	SLC18A2	Amphetamine_addiction
hsa05031	SLC6A3	Amphetamine_addiction
hsa05031	STX1A	Amphetamine_addiction
hsa05031	TH	Amphetamine_addiction
hsa05032	ADCY1	Morphine_addiction
hsa05032	ADCY2	Morphine_addiction
hsa05032	ADCY3	Morphine_addiction
hsa05032	ADCY4	Morphine_addiction
hsa05032	ADCY5	Morphine_addiction
hsa05032	ADCY6	Morphine_addiction
hsa05032	ADCY7	Morphine_addiction
hsa05032	ADCY8	Morphine_addiction
hsa05032	ADCY9	Morphine_addiction
hsa05032	ADORA1	Morphine_addiction
hsa05032	ADRBK1	Morphine_addiction
hsa05032	ADRBK2	Morphine_addiction
hsa05032	ARRB1	Morphine_addiction
hsa05032	ARRB2	Morphine_addiction
hsa05032	CACNA1A	Morphine_addiction
hsa05032	CACNA1B	Morphine_addiction
hsa05032	DRD1	Morphine_addiction
hsa05032	GABBR1	Morphine_addiction
hsa05032	GABBR2	Morphine_addiction
hsa05032	GABRA1	Morphine_addiction
hsa05032	GABRA2	Morphine_addiction
hsa05032	GABRA4	Morphine_addiction
hsa05032	GABRA5	Morphine_addiction
hsa05032	GABRA6	Morphine_addiction
hsa05032	GABRB1	Morphine_addiction
hsa05032	GABRB2	Morphine_addiction
hsa05032	GABRB3	Morphine_addiction
hsa05032	GABRD	Morphine_addiction
hsa05032	GABRG1	Morphine_addiction
hsa05032	GABRG2	Morphine_addiction
hsa05032	GABRG3	Morphine_addiction
hsa05032	GABRP	Morphine_addiction
hsa05032	GABRR1	Morphine_addiction
hsa05032	GABRR2	Morphine_addiction
hsa05032	GNAI1	Morphine_addiction
hsa05032	GNAI2	Morphine_addiction
hsa05032	GNAI3	Morphine_addiction
hsa05032	GNAO1	Morphine_addiction
hsa05032	GNAS	Morphine_addiction
hsa05032	GNB1	Morphine_addiction
hsa05032	GNB2	Morphine_addiction
hsa05032	GNB3	Morphine_addiction
hsa05032	GNB4	Morphine_addiction
hsa05032	GNB5	Morphine_addiction
hsa05032	GNG10	Morphine_addiction
hsa05032	GNG11	Morphine_addiction
hsa05032	GNG12	Morphine_addiction
hsa05032	GNG13	Morphine_addiction
hsa05032	GNG2	Morphine_addiction
hsa05032	GNG3	Morphine_addiction
hsa05032	GNG4	Morphine_addiction
hsa05032	GNG5	Morphine_addiction
hsa05032	GNG7	Morphine_addiction
hsa05032	GNG8	Morphine_addiction
hsa05032	GNGT1	Morphine_addiction
hsa05032	GNGT2	Morphine_addiction
hsa05032	GRK4	Morphine_addiction
hsa05032	GRK5	Morphine_addiction
hsa05032	GRK6	Morphine_addiction
hsa05032	KCNJ3	Morphine_addiction
hsa05032	KCNJ5	Morphine_addiction
hsa05032	KCNJ6	Morphine_addiction
hsa05032	KCNJ9	Morphine_addiction
hsa05032	OPRM1	Morphine_addiction
hsa05032	PDE10A	Morphine_addiction
hsa05032	PDE11A	Morphine_addiction
hsa05032	PDE1A	Morphine_addiction
hsa05032	PDE1B	Morphine_addiction
hsa05032	PDE1C	Morphine_addiction
hsa05032	PDE2A	Morphine_addiction
hsa05032	PDE3A	Morphine_addiction
hsa05032	PDE3B	Morphine_addiction
hsa05032	PDE4A	Morphine_addiction
hsa05032	PDE4B	Morphine_addiction
hsa05032	PDE4C	Morphine_addiction
hsa05032	PDE4D	Morphine_addiction
hsa05032	PDE7A	Morphine_addiction
hsa05032	PDE7B	Morphine_addiction
hsa05032	PDE8A	Morphine_addiction
hsa05032	PDE8B	Morphine_addiction
hsa05032	PRKACA	Morphine_addiction
hsa05032	PRKACB	Morphine_addiction
hsa05032	PRKACG	Morphine_addiction
hsa05032	PRKCA	Morphine_addiction
hsa05032	PRKCB	Morphine_addiction
hsa05032	PRKCG	Morphine_addiction
hsa05032	SLC32A1	Morphine_addiction
hsa05033	CACNA1A	Nicotine_addiction
hsa05033	CACNA1B	Nicotine_addiction
hsa05033	CHRNA4	Nicotine_addiction
hsa05033	CHRNA6	Nicotine_addiction
hsa05033	CHRNA7	Nicotine_addiction
hsa05033	CHRNB2	Nicotine_addiction
hsa05033	GABRA1	Nicotine_addiction
hsa05033	GABRA2	Nicotine_addiction
hsa05033	GABRA4	Nicotine_addiction
hsa05033	GABRA5	Nicotine_addiction
hsa05033	GABRA6	Nicotine_addiction
hsa05033	GABRB1	Nicotine_addiction
hsa05033	GABRB2	Nicotine_addiction
hsa05033	GABRB3	Nicotine_addiction
hsa05033	GABRD	Nicotine_addiction
hsa05033	GABRG1	Nicotine_addiction
hsa05033	GABRG2	Nicotine_addiction
hsa05033	GABRG3	Nicotine_addiction
hsa05033	GABRP	Nicotine_addiction
hsa05033	GABRR1	Nicotine_addiction
hsa05033	GABRR2	Nicotine_addiction
hsa05033	GRIA1	Nicotine_addiction
hsa05033	GRIA2	Nicotine_addiction
hsa05033	GRIA4	Nicotine_addiction
hsa05033	GRIN1	Nicotine_addiction
hsa05033	GRIN2A	Nicotine_addiction
hsa05033	GRIN2B	Nicotine_addiction
hsa05033	GRIN2C	Nicotine_addiction
hsa05033	GRIN2D	Nicotine_addiction
hsa05033	GRIN3A	Nicotine_addiction
hsa05033	GRIN3B	Nicotine_addiction
hsa05033	SLC17A6	Nicotine_addiction
hsa05033	SLC17A7	Nicotine_addiction
hsa05033	SLC17A8	Nicotine_addiction
hsa05033	SLC32A1	Nicotine_addiction
hsa05034	ADCY5	Alcoholism
hsa05034	ADORA2A	Alcoholism
hsa05034	ADORA2B	Alcoholism
hsa05034	ATF2	Alcoholism
hsa05034	ATF4	Alcoholism
hsa05034	ATF6B	Alcoholism
hsa05034	BDNF	Alcoholism
hsa05034	BRAF	Alcoholism
hsa05034	CALM1	Alcoholism
hsa05034	CALM2	Alcoholism
hsa05034	CALM3	Alcoholism
hsa05034	CALML3	Alcoholism
hsa05034	CALML4	Alcoholism
hsa05034	CALML5	Alcoholism
hsa05034	CALML6	Alcoholism
hsa05034	CAMK4	Alcoholism
hsa05034	CAMKK1	Alcoholism
hsa05034	CAMKK2	Alcoholism
hsa05034	CREB1	Alcoholism
hsa05034	CREB3	Alcoholism
hsa05034	CREB3L1	Alcoholism
hsa05034	CREB3L2	Alcoholism
hsa05034	CREB3L3	Alcoholism
hsa05034	CREB3L4	Alcoholism
hsa05034	CREB5	Alcoholism
hsa05034	CRH	Alcoholism
hsa05034	DDC	Alcoholism
hsa05034	DRD1	Alcoholism
hsa05034	DRD2	Alcoholism
hsa05034	FOSB	Alcoholism
hsa05034	GNAI1	Alcoholism
hsa05034	GNAI2	Alcoholism
hsa05034	GNAI3	Alcoholism
hsa05034	GNAO1	Alcoholism
hsa05034	GNAS	Alcoholism
hsa05034	GNB1	Alcoholism
hsa05034	GNB2	Alcoholism
hsa05034	GNB3	Alcoholism
hsa05034	GNB4	Alcoholism
hsa05034	GNB5	Alcoholism
hsa05034	GNG10	Alcoholism
hsa05034	GNG11	Alcoholism
hsa05034	GNG12	Alcoholism
hsa05034	GNG13	Alcoholism
hsa05034	GNG2	Alcoholism
hsa05034	GNG3	Alcoholism
hsa05034	GNG4	Alcoholism
hsa05034	GNG5	Alcoholism
hsa05034	GNG7	Alcoholism
hsa05034	GNG8	Alcoholism
hsa05034	GNGT1	Alcoholism
hsa05034	GNGT2	Alcoholism
hsa05034	GRB2	Alcoholism
hsa05034	GRIN1	Alcoholism
hsa05034	GRIN2A	Alcoholism
hsa05034	GRIN2B	Alcoholism
hsa05034	GRIN2C	Alcoholism
hsa05034	GRIN2D	Alcoholism
hsa05034	GRIN3A	Alcoholism
hsa05034	GRIN3B	Alcoholism
hsa05034	H2AFJ	Alcoholism
hsa05034	H2AFV	Alcoholism
hsa05034	H2AFX	Alcoholism
hsa05034	H2AFY	Alcoholism
hsa05034	H2AFY2	Alcoholism
hsa05034	H2AFZ	Alcoholism
hsa05034	H3F3A	Alcoholism
hsa05034	H3F3B	Alcoholism
hsa05034	H3F3C	Alcoholism
hsa05034	HAT1	Alcoholism
hsa05034	HDAC1	Alcoholism
hsa05034	HDAC10	Alcoholism
hsa05034	HDAC11	Alcoholism
hsa05034	HDAC2	Alcoholism
hsa05034	HDAC3	Alcoholism
hsa05034	HDAC4	Alcoholism
hsa05034	HDAC5	Alcoholism
hsa05034	HDAC7	Alcoholism
hsa05034	HDAC9	Alcoholism
hsa05034	HIST1H2AA	Alcoholism
hsa05034	HIST1H2AC	Alcoholism
hsa05034	HIST1H2AD	Alcoholism
hsa05034	HIST1H2AG	Alcoholism
hsa05034	HIST1H2AI	Alcoholism
hsa05034	HIST1H2BA	Alcoholism
hsa05034	HIST1H2BC	Alcoholism
hsa05034	HIST1H2BD	Alcoholism
hsa05034	HIST1H2BJ	Alcoholism
hsa05034	HIST1H2BK	Alcoholism
hsa05034	HIST1H2BL	Alcoholism
hsa05034	HIST1H2BN	Alcoholism
hsa05034	HIST1H3D	Alcoholism
hsa05034	HIST1H3J	Alcoholism
hsa05034	HIST1H4C	Alcoholism
hsa05034	HIST1H4H	Alcoholism
hsa05034	HIST1H4J	Alcoholism
hsa05034	HIST2H2AA4	Alcoholism
hsa05034	HIST2H2AB	Alcoholism
hsa05034	HIST2H2AC	Alcoholism
hsa05034	HIST2H2BE	Alcoholism
hsa05034	HIST2H2BF	Alcoholism
hsa05034	HIST2H3A	Alcoholism
hsa05034	HIST2H3C	Alcoholism
hsa05034	HIST2H3D	Alcoholism
hsa05034	HIST3H2A	Alcoholism
hsa05034	HIST3H2BB	Alcoholism
hsa05034	HIST3H3	Alcoholism
hsa05034	HIST4H4	Alcoholism
hsa05034	HRAS	Alcoholism
hsa05034	KRAS	Alcoholism
hsa05034	MAP2K1	Alcoholism
hsa05034	MAPK1	Alcoholism
hsa05034	MAPK3	Alcoholism
hsa05034	NPY	Alcoholism
hsa05034	NRAS	Alcoholism
hsa05034	NTRK2	Alcoholism
hsa05034	PDYN	Alcoholism
hsa05034	PKIA	Alcoholism
hsa05034	PPP1CA	Alcoholism
hsa05034	PPP1CB	Alcoholism
hsa05034	PPP1CC	Alcoholism
hsa05034	PPP1R1B	Alcoholism
hsa05034	PRKACA	Alcoholism
hsa05034	PRKACB	Alcoholism
hsa05034	PRKACG	Alcoholism
hsa05034	RAF1	Alcoholism
hsa05034	SHC1	Alcoholism
hsa05034	SHC2	Alcoholism
hsa05034	SHC3	Alcoholism
hsa05034	SHC4	Alcoholism
hsa05034	SLC18A1	Alcoholism
hsa05034	SLC18A2	Alcoholism
hsa05034	SLC29A1	Alcoholism
hsa05034	SLC29A2	Alcoholism
hsa05034	SLC29A3	Alcoholism
hsa05034	SLC6A3	Alcoholism
hsa05034	SOS1	Alcoholism
hsa05034	SOS2	Alcoholism
hsa05034	TH	Alcoholism
hsa05100	ACTB	Bacterial_invasion_of_epithelial_cells
hsa05100	ACTG1	Bacterial_invasion_of_epithelial_cells
hsa05100	ARHGAP10	Bacterial_invasion_of_epithelial_cells
